"","hromada_code","hromada_name","raion_code","raion_name","oblast_code","oblast_name","type","hromada_full_name","oblast_center","hromada_center_code","hromada_center","lat_center","lon_center","travel_time","n_settlements","area","distance_to_russia_belarus","distance_to_russia","distance_to_eu","mountain_hromada","near_seas","bordering_hromadas","hromadas_30km_from_border","hromadas_30km_russia_belarus","buffer_nat_15km","buffer_int_15km","occipied_before_2022","total_population_2022","urban_population_2022","urban_pct","budget_code","budget_name","oblast_name_en","region_en","region_code_en","income_total","income_transfert","income_military","income_pdfo","income_unified_tax","income_property_tax","income_excise_duty","income_corporate_tax","income_parking_fee","income_tourist_fee","income_eco_tax","income_non_tax","income_capital_proceedings","income_special_funds","income_rent","income_own","own_income_prop","transfert_prop","military_tax_prop","pdfo_prop","unified_tax_prop","property_tax_prop","excise_duty_prop","corporate_tax_own_prop","parking_fee_own_prop","tourist_fee_own_prop","eco_tax_own_prop","non_tax_own_prop","capital_proceedings_own_prop","special_funds_own_prop","excise_duty_own_prop","pdfo_own_prop","unified_tax_own_prop","property_tax_own_prop","rent_own_prop","own_income_no_mil_change_YoY_jan_feb","own_income_no_mil_change_YoY_mar_apr","own_income_no_mil_change_YoY_mar_may","own_income_no_mil_change_YoY_jun_aug","own_income_no_mil_change_YoY_jul_sep","own_income_no_mil_change_YoY_oct_jan","own_income_no_mil_change_YoY_oct_dec","own_income_no_mil_change_YoY_may_feb","own_income_no_mil_change_YoY_adapt","income_own_full_year","own_income_prop_full_year","recovery_month_distance","diversification_income_score","count_recovery","recovery_month_distance_2","own_income_change","own_prop_change","total_income_change","income_own_2022","income_total_2022","income_transfert_2022","dfrr_executed","dfrr_executed_20_21","turnout_2020","sum_osbb_2020","edem_total","edem_petitions","edem_consultations","edem_participatory_budget","edem_open_hromada","youth_councils","youth_centers","business_support_centers","creation_date","creation_year","time_before_24th","voluntary","war_zone_27_04_2022","war_zone_20_06_2022","war_zone_23_08_2022","war_zone_10_10_2022","Status_war_sept","Status_war_sept_ext","deoccupation_date","passangers_2021","total_declarations","female_declarations","male_declarations","female_pct_declarations","male_pct_declarations","urban_declarations","rural_declarations","urban_pct_declarations","rural_pct_declarations","youth_declarations","youth_pct_declarations","working_age_total_declarations","working_age_pct_declarations","declarations_pct","urban_declarations_pct","train_station","n_agreements","n_agreements_active","n_agreements_hromadas","n_agreements_hromadas_active"
"567","UA32080130000056481","Дмитрівська","UA32080000000084076","Бучанський","UA32000000000030281","Київська","сільська","Дмитрівська сільська громада",0,"UA32080130010050367","Дмитрівка",50.4605965,30.1757337,52.8,14,138.8,92.4626310041233,213.547463682461,343.86882541553,0,0,0,0,0,0,1,0,19114,0,0,"1054200000","Бюджет Дмитрівської сільської територіальної громади","Kyiv-oblast","North","N",241624.01685,46565.07002,2002.19031,95407.38454,18806.61678,24705.64251,48636.98229,41.90268,1.092,143.60292,27.20953,4608.20561,2316.14361,2.684,361.48036,195058.94683,0.8073,0.1927,0.0083,0.3949,0.0778,0.1022,0.2013,2e-04,0,7e-04,1e-04,0.0236,0.0119,0,0.2493,0.4891,0.0964,0.1267,0.0019,56.1216031697201,-66.3308978754349,-58.6070918316998,-34.7371522290324,-29.3996030856542,-12.2298686381478,-19.3054731877929,-23.4892644523971,36.9312947897807,195058.94683,0.807282940549293,8,3274.1426,2,NA,-0.2,-0.1692,0.01,156380.96816,245058.28748,88677.31932,NA,NA,0.467157962191605,2,0,0,0,0,0,0,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"deoccupied","deoccupied_Mar_Apr","March-April",1037,11718,6409,5309,0.55,0.45,0,11718,0,1,4151,0.35,8362,0.71,0.613058491158313,NA,1,0,0,0,0
"568","UA32080150000035443","Ірпінська","UA32080000000084076","Бучанський","UA32000000000030281","Київська","міська","Ірпінська міська громада",0,"UA32080150010049888","Ірпінь",50.5206777,30.2448725,51.8,5,117.2,84.9730289868674,205.274585252881,352.06982561616,0,0,0,0,0,0,1,0,73162,65167,0.890721959487165,"1054600000","Бюджет Ірпінської міської територіальної громади","Kyiv-oblast","North","N",893429.06908,249005.63276,8757.87988,308661.89368,180376.14726,45673.55891,51404.23882,1051.10229,218.85769,394.83552,31.96182,50010.13986,4788.20209,1699.96279,112.53559,644423.43632,0.7213,0.2787,0.0098,0.3455,0.2019,0.0511,0.0575,0.0016,3e-04,6e-04,0,0.0776,0.0074,0.0026,0.0798,0.479,0.2799,0.0709,2e-04,26.4456305099417,-53.3867222204365,-49.2012426986644,-22.3066884804332,-18.1533746662443,-8.71153197233619,-6.7769966087068,-19.2140085848262,35.2333475541922,644423.43632,0.72129221963148,8,3252.6615,2,NA,-0.12,-0.0923,0.01,567313.69516,901978.36494,334664.66978,36026.7692029857,12679.4102373932,0.361572121259905,225,3,1,0,1,1,1,0,1,2020-08-16,2020,556.916666666667,0,0,0,0,0,"deoccupied","deoccupied_Mar_Apr","March-April",NA,85558,46694,38864,0.55,0.45,80976,4582,0.95,0.05,31105,0.36,63502,0.74,1.16943221891146,1.24259210950328,0,0,0,0,0
"569","UA32080170000086616","Коцюбинська","UA32080000000084076","Бучанський","UA32000000000030281","Київська","селищна","Коцюбинська селищна громада",0,"UA32080170010013153","Коцюбинське",50.4904717,30.3337903,41.8,1,2.4,87.0608259350163,204.680149511038,354.098571379562,0,0,0,0,0,0,1,0,17623,17623,1,"1055100000","Бюджет Коцюбинської селищної територіальної громади","Kyiv-oblast","North","N",152459.29959,79180.98944,2388.18204,30258.66623,28648.40832,6318.18804,4728.49637,0,0,0,17.48244,2724.54001,493.84,87.93639,0.75235,73278.31015,0.4806,0.5194,0.0157,0.1985,0.1879,0.0414,0.031,0,0,0,2e-04,0.0372,0.0067,0.0012,0.0645,0.4129,0.391,0.0862,0,41.8485128753379,27.850529084597,9.92092688357631,4.35406626795685,8.81611918889586,-13.8100388277736,-16.5899597468535,-6.08101173628334,-19.0344098957012,73278.31015,0.480641786673972,1,3363.8831,4,6,0.17,0.0881,-0.01,85972.5351,151166.63394,65194.09884,NA,NA,0.426291434507508,NA,0,0,0,0,0,0,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"not occupied","not occupied","0",NA,13129,7153,5976,0.54,0.46,13129,0,1,0,5005,0.38,9400,0.72,0.744992339556262,0.744992339556262,0,0,0,0,0
"570","UA32080190000081428","Макарівська","UA32080000000084076","Бучанський","UA32000000000030281","Київська","селищна","Макарівська селищна громада",0,"UA32080190010023112","Макарів",50.4639897,29.8068986,78.7,49,1012.3,100.797317596573,228.786708510876,326.542282922958,0,0,0,0,0,0,1,0,28189,10758,0.381638227677463,"1055200000","Бюджет Макарівської селищної територіальної громади","Kyiv-oblast","North","N",453056.39053,121080.38434,1534.32547,190150.17088,36947.59164,27782.57602,43081.97736,34.109,0,7.53,51.28288,20300.77866,599.84764,0,13020.14211,331976.00619,0.7327,0.2673,0.0034,0.4197,0.0816,0.0613,0.0951,1e-04,0,0,2e-04,0.0612,0.0018,0,0.1298,0.5728,0.1113,0.0837,0.0392,20.6473892366259,-53.1903768463292,-51.8904359172243,-7.13659688833951,-4.167472191859,-12.501224309225,-15.7160906071809,-13.4300711656407,49.0229046544702,331976.00619,0.732747651570798,8,3680.8999,2,NA,-0.16,-0.1319,0.02,278133.28179,462947.23903,184813.95724,3609.76167664671,3609.76167664671,0.379600420609884,10,0,0,0,0,0,0,0,1,2020-08-16,2020,556.916666666667,0,0,0,0,0,"deoccupied","deoccupied_Mar_Apr","March-April",NA,25679,13947,11732,0.54,0.46,16347,9332,0.64,0.36,8106,0.32,18418,0.72,0.910958175174714,1.51952035694367,0,1,0,0,0
"571","UA32080210000074136","Немішаївська","UA32080000000084076","Бучанський","UA32000000000030281","Київська","селищна","Немішаївська селищна громада",0,"UA32080210010080513","Немішаєве",50.56801,30.1015029,61.1,4,80,82.2297913474529,206.846320259298,348.990393966442,0,0,0,0,0,0,1,0,15407,12931,0.839293827481015,"1055400000","Бюджет Немішаївської селищної територіальної громади","Kyiv-oblast","North","N",165071.34738,87773.80264,255.67938,34594.17805,17925.38085,11560.221,9393.64685,32.71961,0,0,12.59227,2136.10217,1199.1884,37.35319,406.16235,77297.54474,0.4683,0.5317,0.0015,0.2096,0.1086,0.07,0.0569,4e-04,0,0,2e-04,0.0276,0.0155,5e-04,0.1215,0.4475,0.2319,0.1496,0.0053,33.9164035458847,-48.7831104975483,-44.0433331867331,-14.0510929820656,-3.25582909184654,-19.8975576480049,-26.9616510005144,-15.7095137692949,45.5272814057017,77297.54474,0.46826748534413,10,2921.7873,1,NA,-0.16,0.0117,-0.18,64781.19167,134947.33638,70166.14471,42272.9784036944,3178.9377245509,0.390206648697215,2,2,0,0,1,1,1,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"deoccupied","deoccupied_Mar_Apr","March-April",NA,9709,5325,4384,0.55,0.45,7998,1711,0.82,0.18,2968,0.31,7240,0.75,0.630168105406633,0.618513649369732,0,0,0,0,0
"572","UA32080230000026180","Пісківська","UA32080000000084076","Бучанський","UA32000000000030281","Київська","селищна","Пісківська селищна громада",0,"UA32080230010086797","Пісківка",50.6968561,29.5931036,105.1,3,157.4,77.969854333258,218.633878564143,337.608328092175,0,0,0,0,0,0,1,0,7917,6712,0.847795882278641,"1050200000","Бюджет Пісківської селищної територіальної громади","Kyiv-oblast","North","N",92489.16351,29878.5445,139.63899,37731.48817,5821.45437,9238.27905,1963.60685,0.788,0,4.60527,174.58255,3191.12507,0,0,4481.10368,62610.61901,0.677,0.323,0.0015,0.408,0.0629,0.0999,0.0212,0,0,1e-04,0.0028,0.051,0,0,0.0314,0.6026,0.093,0.1476,0.0716,19.7767920904326,-28.9487701603761,-27.4037089769888,-25.7369783038776,-28.2608603148715,-27.925152196249,-11.0708306009319,-26.6335374503056,0.687909845504542,62610.61901,0.676950862500021,15,3971.5633,0,NA,-0.15,-0.0364000000000001,-0.1,53072.46584,82844.15737,29771.69153,NA,NA,0.436656366888925,NA,0,0,0,0,0,0,0,0,2016-02-14,2016,2201.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,7255,3939,3316,0.54,0.46,7255,0,1,0,1902,0.26,5681,0.78,0.916382468106606,1.08089988081049,0,0,0,0,0
"573","UA32100010000094393","Вишгородська","UA32100000000065867","Вишгородський","UA32000000000030281","Київська","міська","Вишгородська міська громада",0,"UA32100010010059200","Вишгород",50.5824332,30.485121,37.3,3,93.7,75.7337305369523,190.376391192936,368.89340212778,0,0,0,0,0,0,1,0,33988,33109,0.974137931034483,"1053300000","Бюджет Вишгородської міської територіальної громади","Kyiv-oblast","North","N",832614.39062,172659.25137,20138.01475,313060.49425,95117.08807,57676.20282,45619.95827,128.8761,0,272.02225,103.22838,141291.67483,4241.79462,284.97877,2154.64569,659955.13925,0.7926,0.2074,0.0242,0.376,0.1142,0.0693,0.0548,2e-04,0,4e-04,2e-04,0.2141,0.0064,4e-04,0.0691,0.4744,0.1441,0.0874,0.0033,39.5607383679881,-29.245273583462,-26.2375296011965,-19.8676582197703,-7.39222299567292,-37.7653797242896,-43.9746871062148,-27.0194557846932,21.8530505877891,659955.13925,0.792629993770068,6,3041.1391,1,NA,-0.02,0.0471,-0.07,647514.29359,771144.21093,123629.91734,51380.7602862969,2741.65269461078,0.410494989828976,20,1,1,0,0,0,0,1,1,2020-08-16,2020,556.916666666667,0,0,0,0,0,"not occupied","not occupied","0",NA,38146,20938,17208,0.55,0.45,36370,1776,0.95,0.05,13071,0.34,27451,0.72,1.12233729551606,1.09849285692712,0,0,0,0,0
"574","UA32100030000066252","Димерська","UA32100000000065867","Вишгородський","UA32000000000030281","Київська","селищна","Димерська селищна громада",0,"UA32100030010047254","Димер",50.7835487,30.3078042,67.5,34,956,55.4186812219004,178.976230101643,376.545403306705,0,0,0,1,1,0,1,0,20987,5592,0.266450659932339,"1054100000","Бюджет Димерської селищної територіальної громади","Kyiv-oblast","North","N",223173.29219,119249.3161,827.29547,45905.12604,22128.14494,17869.45313,7696.07531,41.058,0,441.60352,45.44512,5892.79461,2.95307,0,3901.32235,103923.97609,0.4657,0.5343,0.0037,0.2057,0.0992,0.0801,0.0345,4e-04,0,0.0042,4e-04,0.0567,0,0,0.0741,0.4417,0.2129,0.1719,0.0375,36.0420521961609,-57.2824825570926,-45.1228872577519,-24.9565887817277,-15.2774088455266,-9.95085956625119,-2.34582865389135,-13.5992341055956,42.0050737115661,103923.97609,0.465664932708541,9,2786.9857,2,NA,0.47,0.1262,0.16,153207.23238,258833.63836,105626.40598,13989.7249101013,0,0.376739207991438,2,1,1,0,0,0,0,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"deoccupied","deoccupied_Mar_Apr","March-April",NA,11532,6310,5222,0.55,0.45,6046,5486,0.52,0.48,3882,0.34,8267,0.72,0.549483013293944,1.08118741058655,0,0,0,0,0
"575","UA32100050000082904","Іванківська","UA32100000000065867","Вишгородський","UA32000000000030281","Київська","селищна","Іванківська селищна громада",0,"UA32100050010050212","Іванків",50.93301,29.9042867,108.5,81,1779.6,53.8839650615086,184.538981040103,371.70033650898,0,0,0,1,1,0,1,0,28573,9993,0.349735764532951,"1054500000","Бюджет Іванківської селищної територіальної громади","Kyiv-oblast","North","N",368822.13216,124779.3634,7866.85372,158088.24504,31416.03781,19995.33657,6690.3242,0,0,82.45817,179.76236,10751.63208,1021.58,0,15267.39253,244042.76876,0.6617,0.3383,0.0213,0.4286,0.0852,0.0542,0.0181,0,0,3e-04,7e-04,0.0441,0.0042,0,0.0274,0.6478,0.1287,0.0819,0.0626,33.1354982008347,-51.7072930479922,-39.1675957524776,73.9047839927715,78.9977658208301,19.3581713483639,19.7156896710373,32.5674140463989,130.705058868822,244042.76876,0.661681465075775,5,4456.2993,5,6,0.37,0.0552,0.26,333931.63298,465793.38365,131861.75067,NA,NA,0.383249846207927,NA,0,0,0,0,0,0,0,1,2020-08-16,2020,556.916666666667,0,0,0,0,0,"deoccupied","deoccupied_Mar_Apr","March-April",NA,23847,13041,10806,0.55,0.45,14198,9649,0.6,0.4,7535,0.32,17477,0.73,0.834599097049662,1.42079455618933,0,0,0,0,0
"576","UA32100070000076283","Петрівська","UA32100000000065867","Вишгородський","UA32000000000030281","Київська","сільська","Петрівська сільська громада",0,"UA32100070010044762","Нові Петрівці",50.6219956,30.444609,40,4,192.3,71.5455424681042,188.131756310441,369.984838372986,0,0,0,0,0,0,1,0,11983,0,0,"1055600000","Бюджет Петрівської сільської територіальної громади","Kyiv-oblast","North","N",289543.15257,63951.17552,6024.08943,82696.73361,25399.78131,73379.97969,37323.54534,8.59849,0,391.24968,147.30437,3531.70399,1600.70034,0,1111.85323,225591.97705,0.7791,0.2209,0.0208,0.2856,0.0877,0.2534,0.1289,0,0,0.0017,7e-04,0.0157,0.0071,0,0.1654,0.3666,0.1126,0.3253,0.0049,10.302752476432,-51.802924163614,-49.5349976714496,-14.920562697971,4.65439638326333,-18.6446677329215,-26.3628429574926,-14.4890137200157,56.4573205468773,225591.97705,0.779130761848913,10,2805.5185,1,NA,-0.11,0.0284,-0.14,201821.14958,249917.90306,48096.75348,13576.0928143713,13576.0928143713,0.45188529387175,4,0,0,0,0,0,0,0,1,2020-08-16,2020,556.916666666667,0,0,0,0,0,"not occupied","not occupied","0",NA,9428,5103,4325,0.54,0.46,0,9428,0,1,3482,0.37,6551,0.69,0.78678127347075,NA,0,0,0,0,0
"577","UA32100090000060111","Пірнівська","UA32100000000065867","Вишгородський","UA32000000000030281","Київська","сільська","Пірнівська сільська громада",0,"UA32100090010043759","Пірнове",50.752785,30.668587,63.9,10,727.1,57.4230089325414,167.484868724274,391.421118783738,0,0,0,1,1,0,1,0,6754,0,0,"1055700000","Бюджет Пірнівської сільської територіальної громади","Kyiv-oblast","North","N",99979.99608,41351.19206,352.4861,19861.06311,8993.1113,17493.68457,2398.33058,0,0,125.68726,15.13146,3249.42984,-6.1456,0,6498.5115,58628.80402,0.5864,0.4136,0.0035,0.1987,0.0899,0.175,0.024,0,0,0.0021,3e-04,0.0554,-1e-04,0,0.0409,0.3388,0.1534,0.2984,0.1108,56.5124101224375,-29.4627429521368,-30.739886575702,-16.1095436579537,-6.92253216861922,-0.758392180804623,4.07014011721747,-8.44534006991139,22.5402107835175,58628.80402,0.586405344255941,9,2321.0604,3,NA,0,0.0564,-0.09,58376.53745,90821.30086,32444.76341,NA,NA,0.543656077610805,1,0,0,0,0,0,0,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"not occupied","not occupied","0",NA,5344,2819,2525,0.53,0.47,0,5344,0,1,1431,0.27,3907,0.73,0.791234823808114,NA,0,0,0,0,0
"578","UA32100110000030685","Поліська","UA32100000000065867","Вишгородський","UA32000000000030281","Київська","селищна","Поліська селищна громада",0,"UA32100110010034519","Красятичі",51.0782874,29.6377868,133.8,30,563.8,36.7692280603777,187.454480138338,374.160580855262,0,0,0,1,1,0,0,0,5387,648,0.120289586040468,"1055800000","Бюджет Поліської селищної територіальної громади","Kyiv-oblast","North","N",66432.25996,36926.58252,1167.29786,13789.33549,5722.73842,5494.81205,118.6166,0,0,0,5.81091,2543.71538,4.8,0,1825.84859,29505.67744,0.4441,0.5559,0.0176,0.2076,0.0861,0.0827,0.0018,0,0,0,2e-04,0.0862,2e-04,0,0.004,0.4673,0.194,0.1862,0.0619,32.0521559660912,-69.8217711981534,-52.3502810858356,38.6889285068623,29.7654740031752,-2.13000023887284,-0.300287585106573,16.2045481683085,99.5872452013286,29505.67744,0.444146826523226,5,2981.2225,4,NA,0.14,0.0104,0.11,33567.426,73862.09504,40294.66904,4562.85241935484,0,0.606616003576218,NA,0,0,0,0,0,0,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"deoccupied","deoccupied_Mar_Apr","March-April",NA,4109,2200,1909,0.54,0.46,4109,0,1,0,1309,0.32,3032,0.74,0.762762205309077,6.34104938271605,0,0,0,0,0
"579","UA32100130000093505","Славутицька","UA32100000000065867","Вишгородський","UA32000000000030281","Київська","міська","Славутицька міська громада",0,"UA32100130010084793","Славутич",51.5201397,30.7562301,183.2,1,20.5,10.8463671857915,96.4367074366458,459.561536758185,0,0,0,1,1,0,0,0,24464,24464,1,"1056200000","Бюджет Славутицької міської територіальної громади","Kyiv-oblast","North","N",473757.38736,160043.07469,18202.39913,228027.77643,30960.88561,8412.91748,8378.15786,242.2858,0,54.01649,61.85997,37491.53296,25.95138,0,58.92869,313714.31267,0.6622,0.3378,0.0384,0.4813,0.0654,0.0178,0.0177,8e-04,0,2e-04,2e-04,0.1195,1e-04,0,0.0267,0.7269,0.0987,0.0268,2e-04,-19.2476089573439,-27.3059089885388,-22.9988177318841,-3.20849111693665,-2.51897043904465,-8.14199241640939,-11.6093647374374,-7.59646932032987,24.7869385494941,313714.31267,0.662183474157869,15,5538.3741,0,NA,0.01,0.1531,-0.18,316134.46347,387755.70278,71621.23931,39427.0695758995,16655.4243654822,0.356154406409323,2,1,1,0,0,0,1,1,2,2020-08-16,2020,556.916666666667,0,0,0,0,0,"deoccupied","deoccupied_Mar_Apr","March-April",4524,19473,10345,9128,0.53,0.47,19473,0,1,0,5726,0.29,15406,0.79,0.79598593852191,0.79598593852191,1,0,0,0,0
"580","UA32120010000062762","Богуславська","UA32120000000081110","Обухівський","UA32000000000030281","Київська","міська","Богуславська міська громада",0,"UA32120010010027554","Богуслав",49.54765,30.8733,133.9,26,492.6,192.172393494131,286.90260601136,321.804693794632,0,0,0,0,0,1,0,0,25587,15789,0.617071168952984,"1051800000","Бюджет Богуславської міської територіальної громади","Kyiv-oblast","North","N",246485.20619,105297.21713,1650.29974,79108.587,26760.60595,14195.16907,5947.60223,37.93287,0,107.37216,161.17746,11034.08429,2078.38138,0,1757.07665,141187.98906,0.5728,0.4272,0.0067,0.3209,0.1086,0.0576,0.0241,3e-04,0,8e-04,0.0011,0.0782,0.0147,0,0.0421,0.5603,0.1895,0.1005,0.0124,27.2084796798585,-17.1841830203235,-18.8064312926877,-3.83192195475299,-0.981223090963268,-11.7801121694012,-12.0252865606562,-8.13236948240116,16.2029599293602,141187.98906,0.572805123854642,10,3680.5227,2,NA,0.01,0.0747,-0.11,142091.73419,219435.36606,77343.63187,NA,NA,0.453042824943651,14,2,1,0,1,0,0,0,0,2019-04-21,2019,1039.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,22410,12165,10245,0.54,0.46,21827,583,0.97,0.03,6927,0.31,16212,0.72,0.875835385156525,1.38241813921084,0,0,0,0,0
"581","UA32120030000030458","Васильківська","UA32120000000081110","Обухівський","UA32000000000030281","Київська","міська","Васильківська міська громада",0,"UA32120030010069648","Васильків",50.17387,30.32158,54.5,20,356.5,122.031333791816,235.696429042853,329.536513877572,0,0,0,0,0,1,1,0,45125,37068,0.821451523545706,"1053200000","Бюджет Васильківської міської територіальної громади","Kyiv-oblast","North","N",590574.49975,201993.70222,37105.53435,209919.26201,78699.16668,30801.304,38262.30773,11.751,0,0.78,153.81493,25130.86852,5515.53121,0,86.01145,388580.79753,0.658,0.342,0.0628,0.3554,0.1333,0.0522,0.0648,0,0,0,4e-04,0.0647,0.0142,0,0.0985,0.5402,0.2025,0.0793,2e-04,24.5042728904932,-33.3696381272863,-31.0176364441217,-14.2553011044966,-7.11558341793437,-19.01187433445,-22.8617130445688,-16.1361298306734,26.254054709352,388580.79753,0.65797083635425,14,3532.0092,0,NA,0.21,0.1052,0.05,471371.31098,617602.15214,146230.84116,NA,NA,0.267829912756543,17,4,1,1,1,1,0,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"not occupied","not occupied","0",5307,57709,31457,26252,0.55,0.45,53048,4661,0.92,0.08,19609,0.34,41781,0.72,1.27886980609418,1.43109960073379,1,0,0,0,0
"582","UA32120050000067577","Кагарлицька","UA32120000000081110","Обухівський","UA32000000000030281","Київська","міська","Кагарлицька міська громада",0,"UA32120050010091788","Кагарлик",49.8650658,30.8226786,82.7,36,671.4,156.697992800254,253.916223764251,336.720126649824,0,0,0,0,0,1,0,0,26565,13133,0.494372294372294,"1054700000","Бюджет Кагарлицької міської територіальної громади","Kyiv-oblast","North","N",267663.37206,83021.36922,2396.97735,99675.87225,38089.92699,23303.00096,12807.68162,11.386,0,1.5,90.30143,10653.28843,1.5,0,7.54516,184642.00284,0.6898,0.3102,0.009,0.3724,0.1423,0.0871,0.0478,1e-04,0,0,5e-04,0.0577,0,0,0.0694,0.5398,0.2063,0.1262,0,18.0831246342575,-12.6841352225212,-11.2284750172354,13.4249028188066,17.8996727910843,11.0439638389286,7.21269610680153,9.95035761310328,30.5838080136056,184642.00284,0.689829173931987,4,3580.1608,3,NA,0.1,0.0346000000000001,0.05,203424.21316,280828.06283,77403.84967,3926.62170110092,0,0.327979368382952,12,0,0,0,0,0,0,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"not occupied","not occupied","0",NA,25039,13579,11460,0.54,0.46,21087,3952,0.84,0.16,7187,0.29,18151,0.72,0.942555994729908,1.60564988959111,0,0,0,0,0
"583","UA32120070000050717","Козинська","UA32120000000081110","Обухівський","UA32000000000030281","Київська","селищна","Козинська селищна громада",0,"UA32120070010077944","Козин",50.228951,30.647875,40.6,13,168.6,115.203010491203,220.192188374363,351.062877134533,0,0,0,0,0,1,1,0,5707,3536,0.619589977220957,"1055000000","Бюджет Козинської селищної територіальної громади","Kyiv-oblast","North","N",279631.9036,30214.05108,628.48258,81766.50166,22124.75606,102104.9889,21766.69216,42.54,0,452.7078,2711.32223,4754.76504,12783.64045,714.27225,195.66597,249417.85252,0.892,0.108,0.0022,0.2924,0.0791,0.3651,0.0778,2e-04,0,0.0018,0.0109,0.0191,0.0513,0.0029,0.0873,0.3278,0.0887,0.4094,8e-04,1.88809942507722,-64.1081522002851,-58.4461354307042,-55.4750075370818,-52.2638444273861,-6.82502400317192,-13.8163948746635,-33.5988516314238,11.844307772899,249417.85252,0.891950629770701,10,2936.7718,1,NA,-0.35,-0.0726,-0.29,163165.28638,199132.93094,35967.64456,5076.1421319797,5076.1421319797,0.513407344150299,2,0,0,0,0,0,0,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"not occupied","not occupied","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"584","UA32120090000034281","Миронівська","UA32120000000081110","Обухівський","UA32000000000030281","Київська","міська","Миронівська міська громада",0,"UA32120090010020161","Миронівка",49.6583412,30.9824887,116.8,40,797.5,181.140194578515,273.058338494477,334.589644726746,0,0,0,0,0,1,0,0,31784,11103,0.349326705260508,"1051300000","Бюджет Миронівської міської територіальної громади","Kyiv-oblast","North","N",497518.90794,118557.93247,2308.94614,283407.9585,39288.22357,28788.96206,17821.48691,49.444,0,4.90474,157.619,8399.05802,822.73459,0,220.58408,378960.97547,0.7617,0.2383,0.0046,0.5696,0.079,0.0579,0.0358,1e-04,0,0,4e-04,0.0222,0.0022,0,0.047,0.7479,0.1037,0.076,6e-04,24.8678623603904,3.43008072910154,-20.7960288443899,13.3699477885016,38.514296113658,17.6291738208777,17.795003577088,10.2397786503749,35.0842153845565,378960.97547,0.761701654795604,1,5785.9095,6,NA,0.15,0.0439999999999999,0.09,437171.96854,542625.97149,105454.00295,73984.8296672668,38364.6473327457,0.364459199720426,NA,2,1,0,1,0,0,0,0,2018-10-14,2018,1228.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,30578,16750,13828,0.55,0.45,23247,7331,0.76,0.24,9207,0.3,21983,0.72,0.96205638056884,2.09375844366387,0,0,0,0,0
"585","UA32120110000025177","Обухівська","UA32120000000081110","Обухівський","UA32000000000030281","Київська","міська","Обухівська міська громада",0,"UA32120110010071582","Обухів",50.1101633,30.6269696,51.2,25,396.8,128.305935675885,232.950618295823,341.510949965097,0,0,0,0,0,1,0,0,42438,33287,0.784367783590179,"1051700000","Бюджет Обухівської міської територіальної громади","Kyiv-oblast","North","N",709669.04918,176774.89298,5573.25591,338265.81411,81408.26076,43733.51039,40445.44616,7.93035,0,69.82943,305.68222,17694.06339,5041.96689,5486.43052,435.22198,532894.1562,0.7509,0.2491,0.0079,0.4767,0.1147,0.0616,0.057,0,0,1e-04,6e-04,0.0332,0.0095,0.0103,0.0759,0.6348,0.1528,0.0821,8e-04,30.8716410799721,-28.4831041428625,-13.7530151922379,-8.86570427840118,1.76614578445622,-4.26049635814562,-5.67295770020354,-0.225701275112555,30.2492499273187,532894.1562,0.750905167437896,2,4401.1905,2,NA,0.05,0.047,-0.01,558979.25542,700527.7576,141548.50218,18947.3684210526,0,0.337222597578088,15,4,1,1,1,1,0,0,5,2019-04-18,2019,1042.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,55777,29841,25936,0.54,0.46,51165,4612,0.92,0.08,18421,0.33,41016,0.74,1.31431735708563,1.53708655030492,0,3,3,0,0
