register_number,contract_name,register_date,main_municipality,cooperation_form,start,end,municipality_num,settlement,raion,oblast,key,settlement_name,settlement_code,hromada_code,hromada_name
3,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-02-16T00:00:00Z,"Оболонська сільська рада (с. Оболонь, вул. Карла Маркса, 1/2, Семенівський р-н, Полтавська обл., тел. (05341) 9-28-64, 9-19-03) Координацію діяльності суб`єктів покладено на Семенівська РДА (смт Семенівка вул. Леніна, 44, Семенівський р-н, Полтавська обл.)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-02-12,2023-05-09,1,с. Горошине,Семенівський,Полтавська,Полтавська Семенівський с. Горошине,Горошине,5324581501,UA53020150000098867,Оболонська
3,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-02-16T00:00:00Z,"Оболонська сільська рада (с. Оболонь, вул. Карла Маркса, 1/2, Семенівський р-н, Полтавська обл., тел. (05341) 9-28-64, 9-19-03) Координацію діяльності суб`єктів покладено на Семенівська РДА (смт Семенівка вул. Леніна, 44, Семенівський р-н, Полтавська обл.)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-02-12,2023-05-09,2,с. Оболонь,Семенівський,Полтавська,Полтавська Семенівський с. Оболонь,Оболонь,5324585101,UA53020150000098867,Оболонська
3,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-02-16T00:00:00Z,"Оболонська сільська рада (с. Оболонь, вул. Карла Маркса, 1/2, Семенівський р-н, Полтавська обл., тел. (05341) 9-28-64, 9-19-03) Координацію діяльності суб`єктів покладено на Семенівська РДА (смт Семенівка вул. Леніна, 44, Семенівський р-н, Полтавська обл.)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-02-12,2023-05-09,3,с. Наріжжя,Семенівський,Полтавська,Полтавська Семенівський с. Наріжжя,Наріжжя,5324584601,UA53020150000098867,Оболонська
3,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-02-16T00:00:00Z,"Оболонська сільська рада (с. Оболонь, вул. Карла Маркса, 1/2, Семенівський р-н, Полтавська обл., тел. (05341) 9-28-64, 9-19-03) Координацію діяльності суб`єктів покладено на Семенівська РДА (смт Семенівка вул. Леніна, 44, Семенівський р-н, Полтавська обл.)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-02-12,2023-05-09,4,с. Погребняки,Семенівський,Полтавська,Полтавська Семенівський с. Погребняки,Погребняки,5324586301,UA53020150000098867,Оболонська
3,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-02-16T00:00:00Z,"Оболонська сільська рада (с. Оболонь, вул. Карла Маркса, 1/2, Семенівський р-н, Полтавська обл., тел. (05341) 9-28-64, 9-19-03) Координацію діяльності суб`єктів покладено на Семенівська РДА (смт Семенівка вул. Леніна, 44, Семенівський р-н, Полтавська обл.)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-02-12,2023-05-09,5,с. Степанівка,Семенівський,Полтавська,Полтавська Семенівський с. Степанівка,Степанівка,5324555114,UA53020230000086353,Семенівська
3,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-02-16T00:00:00Z,"Оболонська сільська рада (с. Оболонь, вул. Карла Маркса, 1/2, Семенівський р-н, Полтавська обл., тел. (05341) 9-28-64, 9-19-03) Координацію діяльності суб`єктів покладено на Семенівська РДА (смт Семенівка вул. Леніна, 44, Семенівський р-н, Полтавська обл.)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-02-12,2023-05-09,6,с. Іванівка,Семенівський,Полтавська,Полтавська Семенівський с. Іванівка,Іванівка,5324582701,UA53020150000098867,Оболонська
3,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-02-16T00:00:00Z,"Оболонська сільська рада (с. Оболонь, вул. Карла Маркса, 1/2, Семенівський р-н, Полтавська обл., тел. (05341) 9-28-64, 9-19-03) Координацію діяльності суб`єктів покладено на Семенівська РДА (смт Семенівка вул. Леніна, 44, Семенівський р-н, Полтавська обл.)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-02-12,2023-05-09,7,с. Худоліївка,Семенівський,Полтавська,Полтавська Семенівський с. Худоліївка,Худоліївка,5324588801,UA53020150000098867,Оболонська
3,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-02-16T00:00:00Z,"Оболонська сільська рада (с. Оболонь, вул. Карла Маркса, 1/2, Семенівський р-н, Полтавська обл., тел. (05341) 9-28-64, 9-19-03) Координацію діяльності суб`єктів покладено на Семенівська РДА (смт Семенівка вул. Леніна, 44, Семенівський р-н, Полтавська обл.)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-02-12,2023-05-09,8,с. Крива Руда,Семенівський,Полтавська,Полтавська Семенівський с. Крива Руда,Крива Руда,5324583201,UA53020230000086353,Семенівська
3,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-02-16T00:00:00Z,"Оболонська сільська рада (с. Оболонь, вул. Карла Маркса, 1/2, Семенівський р-н, Полтавська обл., тел. (05341) 9-28-64, 9-19-03) Координацію діяльності суб`єктів покладено на Семенівська РДА (смт Семенівка вул. Леніна, 44, Семенівський р-н, Полтавська обл.)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-02-12,2023-05-09,10,с. Товсте,Семенівський,Полтавська,Полтавська Семенівський с. Товсте,Товсте,5324555115,UA53020230000086353,Семенівська
4,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-03-23T00:00:00Z,"Пирятинська міська рада (м. Пирятин, вул. Леніна, 21 Полтавська обл., тел. (05358) 2-05-81 факс (05358) 2-05-80)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-16,2015-12-31,1,м. Пирятин,NA,Полтавська,Полтавська м. Пирятин,Пирятин,5323810100,UA53040090000048649,Пирятинська
4,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-03-23T00:00:00Z,"Пирятинська міська рада (м. Пирятин, вул. Леніна, 21 Полтавська обл., тел. (05358) 2-05-81 факс (05358) 2-05-80)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-16,2015-12-31,2,с. Олександрівка,Пирятинський,Полтавська,Полтавська Пирятинський с. Олександрівка,Олександрівка,5323810108,UA53040090000048649,Пирятинська
4,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-03-23T00:00:00Z,"Пирятинська міська рада (м. Пирятин, вул. Леніна, 21 Полтавська обл., тел. (05358) 2-05-81 факс (05358) 2-05-80)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-16,2015-12-31,3,с. Дейманівка,Пирятинський,Полтавська,Полтавська Пирятинський с. Дейманівка,Дейманівка,5323882601,UA53040090000048649,Пирятинська
4,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-03-23T00:00:00Z,"Пирятинська міська рада (м. Пирятин, вул. Леніна, 21 Полтавська обл., тел. (05358) 2-05-81 факс (05358) 2-05-80)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-16,2015-12-31,4,с. Харківці,Пирятинський,Полтавська,Полтавська Пирятинський с. Харківці,Харківці,5323886201,UA53040090000048649,Пирятинська
4,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-03-23T00:00:00Z,"Пирятинська міська рада (м. Пирятин, вул. Леніна, 21 Полтавська обл., тел. (05358) 2-05-81 факс (05358) 2-05-80)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-16,2015-12-31,5,с. Сасинівка,Пирятинський,Полтавська,Полтавська Пирятинський с. Сасинівка,Сасинівка,5323884901,UA53040090000048649,Пирятинська
4,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2015-03-23T00:00:00Z,"Пирятинська міська рада (м. Пирятин, вул. Леніна, 21 Полтавська обл., тел. (05358) 2-05-81 факс (05358) 2-05-80)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-16,2015-12-31,7,с. Білоцерківці,Пирятинський,Полтавська,Полтавська Пирятинський с. Білоцерківці,Білоцерківці,5323880401,UA53040090000048649,Пирятинська
5,Договір про співробітництво територіальних громад у формі реалізації спільних проектів,2015-03-30T00:00:00Z,"Малобакайська сільська рада (с. Малий Бакай, Решетилівський р-н, Полтавська обл., тел. (05363) 9-48-42, 9-48-45)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-17,2023-05-09,1,с. Малий Бакай,Решетилівський,Полтавська,Полтавська Решетилівський с. Малий Бакай,Малий Бакай,5324282201,UA53080390000027656,Решетилівська
5,Договір про співробітництво територіальних громад у формі реалізації спільних проектів,2015-03-30T00:00:00Z,"Малобакайська сільська рада (с. Малий Бакай, Решетилівський р-н, Полтавська обл., тел. (05363) 9-48-42, 9-48-45)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-17,2023-05-09,3,с. Плоске,Решетилівський,Полтавська,Полтавська Решетилівський с. Плоске,Плоске,5324283801,UA53080230000047239,Мачухівська
6,"Договір про співробітництво територіальних громад у формі реалізації спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-30T00:00:00Z,"Червонозаводська міська рада (м. Червонозаводське, вул. Леніна, 4/16 Лохвицький р-н, Полтавська обл., тел. (05356) 3-56-92, 3-70-87)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-20,2023-05-09,2,с. Токарі,Лохвицький,Полтавська,Полтавська Лохвицький с. Токарі,Токарі,5322687201,UA53060190000015369,Лохвицька
6,"Договір про співробітництво територіальних громад у формі реалізації спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-30T00:00:00Z,"Червонозаводська міська рада (м. Червонозаводське, вул. Леніна, 4/16 Лохвицький р-н, Полтавська обл., тел. (05356) 3-56-92, 3-70-87)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-03-20,2023-05-09,3,с. Піски,Лохвицький,Полтавська,Полтавська Лохвицький с. Піски,Піски,5322684901,UA53060130000040567,Заводська
7,"Договір про співробітництво Ковалівської, Куликівської та Новоселівської сільських рад Полтавського району Полтавської області у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності",2015-03-30T00:00:00Z,"Ковалівська сільська рада (с. Ковалівка, вул. Радянська, 1-а Полтавський р-н, Полтавська обл., тел. (0532) 64-57-43, 64-56-26)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2015-03-31,2023-05-09,1,с. Ковалівка,Полтавський,Полтавська,Полтавська Полтавський с. Ковалівка,Ковалівка,5324081901,UA53080370000025447,Полтавська
7,"Договір про співробітництво Ковалівської, Куликівської та Новоселівської сільських рад Полтавського району Полтавської області у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності",2015-03-30T00:00:00Z,"Ковалівська сільська рада (с. Ковалівка, вул. Радянська, 1-а Полтавський р-н, Полтавська обл., тел. (0532) 64-57-43, 64-56-26)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2015-03-31,2023-05-09,3,с. Новоселівка,Полтавський,Полтавська,Полтавська Полтавський с. Новоселівка,Новоселівка,5324084001,UA53080330000062155,Новоселівська
8,Договір про співробітництво територіальних громад у формі реалізації спільних проектів,2015-04-06T00:00:00Z,"Северинівська сільська рада (с. Северинівка, вул.Леніна, 29 Жмеринський р-н, Вінницька обл., тел (04332) 35 631, факс 35 642 Severyivka@yandex.ua)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-04-04,2020-12-31,1,с. Северинівка,Жмеринський,Вінницька,Вінницька Жмеринський с. Северинівка,Северинівка,0521085203,UA05060110000027268,Северинівська
8,Договір про співробітництво територіальних громад у формі реалізації спільних проектів,2015-04-06T00:00:00Z,"Северинівська сільська рада (с. Северинівка, вул.Леніна, 29 Жмеринський р-н, Вінницька обл., тел (04332) 35 631, факс 35 642 Severyivka@yandex.ua)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-04-04,2020-12-31,2,с. Чернятин,Жмеринський,Вінницька,Вінницька Жмеринський с. Чернятин,Чернятин,0521085213,UA05060110000027268,Северинівська
9,"Договір про співробітництво територіальних громад Семенівської міської ради, Карповицької сільської ради, Жовтневої сільської ради Семенівського району Чернігівської області у формі реалізації спільного проекту",2015-04-13T00:00:00Z,"Семенівська міська рада (м. Семенівка, вул. Червона Площа, 6 Чернігівська обл., тел. (04659) 2 11 97, факс 2 12 36)",Реалізація спільного проекту «Реконструкція дошкільного навчального закладу/яслі-садок/ №6 «Сонечко» комбінованого типу Семенівської міської ради Чернігівської області»,2015-04-09,2016-01-01,1,м. Семенівка,Семенівський,Чернігівська,Чернігівська м. Семенівка,Семенівка,7424710100,UA74060070000028810,Семенівська
10,"Договір про співробітництво територіальних громад сіл Лісна – Тарновиця, Парище, Гаврилівка Надвірнянського району Івано-Франківської області у формі реалізації спільного проекту",2015-04-08T00:00:00Z,"Гаврилівська сільська рада (с. Гаврилівка, вул. Українська, 82 Надвірнянський р-н, Івано-Франківська обл., тел. (03475) 62-2-25)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-04-27,2017-01-01,1,с. Гаврилівка,Надвірнянський,Івано-Франківська,Івано-Франківська Надвірнянський с. Гаврилівка,Гаврилівка,2624085303,UA26120110000086381,Переріслянська
10,"Договір про співробітництво територіальних громад сіл Лісна – Тарновиця, Парище, Гаврилівка Надвірнянського району Івано-Франківської області у формі реалізації спільного проекту",2015-04-08T00:00:00Z,"Гаврилівська сільська рада (с. Гаврилівка, вул. Українська, 82 Надвірнянський р-н, Івано-Франківська обл., тел. (03475) 62-2-25)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-04-27,2017-01-01,2,с. Парище,Надвірнянський,Івано-Франківська,Івано-Франківська Надвірнянський с. Парище,Парище,2624084601,UA26120070000067596,Надвірнянська
10,"Договір про співробітництво територіальних громад сіл Лісна – Тарновиця, Парище, Гаврилівка Надвірнянського району Івано-Франківської області у формі реалізації спільного проекту",2015-04-08T00:00:00Z,"Гаврилівська сільська рада (с. Гаврилівка, вул. Українська, 82 Надвірнянський р-н, Івано-Франківська обл., тел. (03475) 62-2-25)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-04-27,2017-01-01,3,с. Лісна Тарновиця,Надвірнянський,Івано-Франківська,Івано-Франківська Надвірнянський с. Лісна Тарновиця,Лісна Тарновиця,2624083201,UA26120070000067596,Надвірнянська
11,Договір про співробітництво територіальних громад Надвірнянського району Івано-Франківської області у формі реалізації спільного проекту «Нове будівництво полігону ТПВ і сміттєсортувальної лінії в урочищі «Чобіток» в м. Надвірна Івано-Франківської області»,2015-04-08T00:00:00Z,"Надвірнянська міська рада (м. Надвірна, вул. Мазепи, 29, Надвірнянський р-н, Івано-Франківська обл. (03475) 2-91-10)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-04-27,2017-01-01,1,м. Надвірна,Надвірнянський,Івано-Франківська,Івано-Франківська м. Надвірна,Надвірна,2624010100,UA26120070000067596,Надвірнянська
11,Договір про співробітництво територіальних громад Надвірнянського району Івано-Франківської області у формі реалізації спільного проекту «Нове будівництво полігону ТПВ і сміттєсортувальної лінії в урочищі «Чобіток» в м. Надвірна Івано-Франківської області»,2015-04-08T00:00:00Z,"Надвірнянська міська рада (м. Надвірна, вул. Мазепи, 29, Надвірнянський р-н, Івано-Франківська обл. (03475) 2-91-10)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-04-27,2017-01-01,2,с. Чорний Потік,Надвірнянський,Івано-Франківська,Івано-Франківська Надвірнянський с. Чорний Потік,Чорний Потік,2624055902,UA26120030000018265,Делятинська
11,Договір про співробітництво територіальних громад Надвірнянського району Івано-Франківської області у формі реалізації спільного проекту «Нове будівництво полігону ТПВ і сміттєсортувальної лінії в урочищі «Чобіток» в м. Надвірна Івано-Франківської області»,2015-04-08T00:00:00Z,"Надвірнянська міська рада (м. Надвірна, вул. Мазепи, 29, Надвірнянський р-н, Івано-Франківська обл. (03475) 2-91-10)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-04-27,2017-01-01,5,с. Верхній Майдан,Надвірнянський,Івано-Франківська,Івано-Франківська Надвірнянський с. Верхній Майдан,Верхній Майдан,2624080801,UA26120070000067596,Надвірнянська
11,Договір про співробітництво територіальних громад Надвірнянського району Івано-Франківської області у формі реалізації спільного проекту «Нове будівництво полігону ТПВ і сміттєсортувальної лінії в урочищі «Чобіток» в м. Надвірна Івано-Франківської області»,2015-04-08T00:00:00Z,"Надвірнянська міська рада (м. Надвірна, вул. Мазепи, 29, Надвірнянський р-н, Івано-Франківська обл. (03475) 2-91-10)","Реалізація спільного проекту, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2015-04-27,2017-01-01,6,с. Білі Ослави,Надвірнянський,Івано-Франківська,Івано-Франківська Надвірнянський с. Білі Ослави,Білі Ослави,2624080301,UA26120030000018265,Делятинська
