legal_entity_id,legal_entity_name,legal_entity_edrpou,care_type,property_type,legal_entity_email,legal_entity_website,legal_entity_phone,legal_entity_owner_name,registration_area,registration_settlement,registration_address,lat,lng
032fb21a-2ea2-453e-a40e-c33ffe4fd00c,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЯВОРІВСЬКОЇ МІСЬКОЇ РАДИ ЛЬВІВСЬКОЇ ОБЛАСТІ ""НЕМИРІВСЬКА МІСЬКА ЛІКАРНЯ""",20763295,Спеціалізована,Комунальна,nemyriv.ml@bigmir.net,https://nemyriv.lic.org.ua,+380677698601,Мазур Ярослав Миколайович,ЛЬВІВСЬКА,НЕМИРІВ,"Україна, 81013, Львівська обл., Яворівський р-н, селище міського типу Немирів, ВУЛИЦЯ ІВАНА ФРАНКА, будинок 86",50.1033388,23.4185581
729c8d5a-1431-4761-bbc8-44f2b0b1d221,"Комунальне некомерційне підприємство Яготинської міської ради ""Яготинська центральна міська лікарня""",01994422,Спеціалізована,Комунальна,neskornet@ukr.net,"",+380457553338,Нескорожений Вадим Сергійович,КИЇВСЬКА,ЯГОТИН,"Україна, 07700, Київська обл., Бориспільський р-н, місто Яготин, вул.Незалежності, будинок 71",50.2710898,31.7641667
7ba2098f-7c45-40f8-8c35-a4433ea28cda,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА № 2"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ",31886847,Первинна,Комунальна,knpmdp2@gmail.com,"",+380577250213,Дружиніна Вікторія Яківна,ХАРКІВСЬКА,ХАРКІВ,"Україна, 61064, Харківська обл., місто Харків, ПРОСПЕКТ ЛЮБОВІ МАЛОЇ, будинок 2-Б",49.9755439,36.1923615
91b003d6-18cb-4052-bbf5-054faa2a71a6,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БОРИНСЬКА РАЙОННА ЛІКАРНЯ"" БОРИНСЬКОЇ СЕЛИЩНОЇ РАДИ",20763160,Первинна,Комунальна,borunskakml@gmail.com,"",+380326934116,Маркін Ігор Ілліч,ЛЬВІВСЬКА,БОРИНЯ,"Україна, 82547, Львівська обл., Турківський р-н, селище міського типу Бориня, ВУЛ.МИКОЛАЙЧУКА, будинок 90",49.0766296,22.9968534
400652da-87a3-421e-bff1-c38b004cc842,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА № 2"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ",31886847,Спеціалізована,Комунальна,poliklinika_2@ukr.net,"",+380577250213,Дружиніна Вікторія Яківна,ХАРКІВСЬКА,ХАРКІВ,"Україна, 61064, Харківська обл., місто Харків, ПРОСПЕКТ ЛЮБОВІ МАЛОЇ, будинок 2-Б",49.9755439,36.1923615
a38d3ed3-6860-4604-90d1-3e5043548e66,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГУСЯТИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ГУСЯТИНСЬКОЇ СЕЛИЩНОЇ РАДИ",38194961,Спеціалізована,Комунальна,38194961@mail.gov.ua,"",+380355722889,Кобрин Михайло Лук'янович,ТЕРНОПІЛЬСЬКА,ГУСЯТИН,"Україна, 48201, Тернопільська обл., Чортківський р-н, селище міського типу Гусятин, вул.Лепкого Б., будинок 1",49.073147,26.1831731
4f9e7808-8263-41a3-ad61-ff753509cd8f,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СЄВЄРОДОНЕЦЬКА  МІСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ"" СЄВЄРОДОНЕЦЬКОЇ МІСЬКОЇ РАДИ",37747995,Спеціалізована,Комунальна,knpsmbl2019@gmail.com,"",+380645702406,Водяник Роман Валерійович,ЛУГАНСЬКА,СЄВЄРОДОНЕЦЬК,"Україна, 93400, Луганська обл., місто Сєвєродонецьк, ВУЛИЦЯ ЄГОРОВА, будинок 2Б",48.9590615,38.4896765
7f9a97d8-6d96-42d1-a202-c34fe82f114d,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МЕЛЬНИЦЕ-ПОДІЛЬСЬКА СЕЛИЩНА ЛІКАРНЯ"" МЕЛЬНИЦЕ-ПОДІЛЬСЬКОЇ СЕЛИЩНОЇ РАДИ БОРЩІВСЬКОГО РАЙОНУ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ",02000501,Спеціалізована,Комунальна,mpnrkl@ukr.net,"",+380966500717,Невістюк Іван Васильович,ТЕРНОПІЛЬСЬКА,МЕЛЬНИЦЯ-ПОДІЛЬСЬКА,"Україна, 48751, Тернопільська обл., Борщівський р-н, селище міського типу Мельниця-Подільська, ВУЛ. НЕЗАЛЕЖНОСТІ, будинок 24",48.6079275,26.1668489
6f5bf217-e15a-4e8b-bb0b-c4fdcdedffef,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ВАТУТІНЕ ЧЕРКАСЬКОЇ ОБЛАСТІ""",36771482,Первинна,Комунальна,vat.center.pmcd@gmail.com,"",+380964568291,Петренко Анастасія Григорівна,ЧЕРКАСЬКА,ВАТУТІНЕ,"Україна, 20250, Черкаська обл., місто Ватутіне, ВУЛИЦЯ ЧАЙКОВСЬКОГО, будинок 11",49.0091345,31.0557322
db5ea553-d98e-4629-a5a4-37b4c803d7d9,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СУРСЬКО-ЛИТОВСЬКОЇ СІЛЬСЬКОЇ РАДИ ДНІПРОВСЬКОГО РАЙОНУ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ""",40359914,Первинна,Комунальна,surlitmed@ukr.net,"","+380507000125, +380507000125",Сиротенко Андрій Євгенович,ДНІПРОПЕТРОВСЬКА,СУРСЬКО-ЛИТОВСЬКЕ,"Україна, 52064, Дніпропетровська обл., Дніпровський р-н, село Сурсько-Литовське, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 7",48.3370832,34.9302384
017c6c0d-c5ae-453f-92c0-37d1bedd455e,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ ""ОБЛАСНИЙ ЦЕНТР ЕКСТРЕНОЇ МЕДИЧНОЇ ДОПОМОГИ ТА МЕДИЦИНИ КАТАСТРОФ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ",38563265,Екстрена,Комунальна,zptmocentr@ukr.net,"",+380612238030,Малашенко Костянтин Костянтинович,ЗАПОРІЗЬКА,ЗАПОРІЖЖЯ,"Україна, 69057, Запорізька обл., місто Запоріжжя, ВУЛИЦЯ ТАМБОВСЬКА, будинок 6",47.8529239,35.1488832
2bf32753-e7aa-4ddb-8dc1-480e8d148d1f,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КЛЕСІВСЬКА РАЙОННА ЛІКАРНЯ"" КЛЕСІВСЬКОЇ СЕЛИЩНОЇ РАДИ САРНЕНСЬКОГО РАЙОНУ РІВНЕНСЬКОЇ ОБЛАСТІ",37261235,Спеціалізована,Комунальна,klesiv.likarnya@gmail.com,"",+380966134496,Степанець Тетяна Петрівна,РІВНЕНСЬКА,КЛЕСІВ,"Україна, 34550, Рівненська обл., Сарненський р-н, селище міського типу Клесів, ВУЛИЦЯ ДЕМОКРАТИЧНА, будинок 26",51.3157463,26.895772
c6e2d730-57ab-4cd5-8a20-f0268e22727a,ШКИРТА ГАЛИНА МИХАЙЛІВНА,ФОП,Первинна,ФОП,shkyrtahaluna@gmail.com,"",+380505761943,Шкирта Галина Михайлівна,ЗАКАРПАТСЬКА,ВОЛОВЕЦЬ,"Україна, 89100, Закарпатська обл., Воловецький р-н, селище міського типу Воловець, вул.Карпатська, будинок 25, квартира 64",48.7149856,23.1853838
4e44ce4f-5af7-4d17-914e-7e07b6678c60,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ОХОРОНИ ЗДОРОВ'Я ""АМБУЛАТОРІЯ ГРУПОВОЇ ПРАКТИКИ (ТИП ""АГ"") СТЕПІВСЬКОЇ СІЛЬСЬКОЇ РАДИ МИКОЛАЇВСЬКОГО РАЙОНУ МИКОЛАЇВСЬКОЇ ОБЛАСТІ""",43105318,Первинна,Комунальна,ambulatorgpag19@ukr.net,"",+380991710122,Чечуй Валентина Миколаївна,МИКОЛАЇВСЬКА,МИХАЙЛІВКА,"Україна, 57116, Миколаївська обл., Миколаївський р-н, село Михайлівка, ВУЛИЦЯ АНДРІЯ ШЕПТИЦЬКОГО , будинок 17",47.1391,31.6286898
ecd86001-2a6e-4ac1-b230-a7ae7a31e30a,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ""",01993150,Первинна,Комунальна,okl.ifor@gmail.com,https://okl.if.ua,+380999217714,Грищук Остап Іванович,ІВАНО-ФРАНКІВСЬКА,ІВАНО-ФРАНКІВСЬК,"Україна, 76008, Івано-Франківська обл., місто Івано-Франківськ, ВУЛИЦЯ ФЕДЬКОВИЧА, будинок 91",48.9393474,24.6855833
e7c25be5-c412-45ae-9657-ff80f1cd1941,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛУГАНСЬКОЇ ОБЛАСНОЇ РАДИ ""СТАРОБІЛЬСЬКА ОБЛАСНА ФІЗІОТЕРАПЕВТИЧНА ЛІКАРНЯ""",01987959,Спеціалізована,Комунальна,softb@i.ua,"",+380646122264,Платонова Олена Іванівна,ЛУГАНСЬКА,СТАРОБІЛЬСЬК,"Україна, 92700, Луганська обл., Старобільський р-н, місто Старобільськ, ВУЛИЦЯ НАБЕРЕЖНА, будинок 3",49.2919399,38.9053251
6678db33-520b-419b-ac0d-72023be24aee,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОСТРОЗЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" ОСТРОЗЬКОЇ МІСЬКОЇ РАДИ РІВНЕНСЬКОГО РАЙОНУ РІВНЕНСЬКОЇ ОБЛАСТІ",38543370,Первинна,Комунальна,ostrog.rcpmd@gmail.com,"",+380365423860,Стратюк Олександр Анатолійович,РІВНЕНСЬКА,ОСТРОГ,"Україна, 35800, Рівненська обл., місто Острог, вул.Татарська, будинок 185",50.3626421,26.5131116
e72bbd6a-d190-41fc-9a21-243aa1642bf3,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ХАРКІВСЬКОЇ ОБЛАСНОЇ РАДИ ""ОБЛАСНИЙ ПРОТИТУБЕРКУЛЬОЗНИЙ ДИСПАНСЕР №3""",24342780,Спеціалізована,Комунальна,zmiev.optd3@ukr.net,http://www.zmoptd3.com.ua,+380574733729,Гринішина Олена Олексіївна,ХАРКІВСЬКА,ЗМІЇВ,"Україна, 63403, Харківська обл., Зміївський р-н, місто Зміїв, ВУЛИЦЯ ТАРАНІВСЬКЕ ШОСЕ, будинок 70",49.6800365,36.3331205
463362f9-f28a-4816-b8f2-81b8504878d3,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЖИТОМИРСЬКИЙ ОБЛАСНИЙ ОНКОЛОГІЧНИЙ ДИСПАНСЕР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ",01991470,Спеціалізована,Комунальна,posveta@i.ua,https://onko.zt.lic.org.ua,"+380675978059, +380412550106",Сабадаш Ігор Іванович,ЖИТОМИРСЬКА,ЖИТОМИР,"Україна, 10002, Житомирська обл., місто Житомир, ВУЛИЦЯ ФЕЩЕНКА-ЧОПІВСЬКОГО , будинок 24/4",50.2444944,28.6755401
f4565175-03ab-4760-a485-cc664140512a,"ПРИВАТНЕ ПІДПРИЄМСТВО ""ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР""",34399823,Спеціалізована,Приватна (без ФОП),olifirenkoldc3@gmail.com,ldc.dn.ua,+380626433127,Оліфіренко Ольга Миколаєвна,ДОНЕЦЬКА,КРАМАТОРСЬК,"Україна, 84301, Донецька обл., Краматорський р-н, місто Краматорськ, вул.Шеймана Валентина, будинок 24",48.7422881,37.6019982
312b0cc3-3683-490f-bf4c-0dd8edb605be,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЧОРНУХИНСЬКА ЛІКАРНЯ"" ЧОРНУХИНСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",01999520,Спеціалізована,Комунальна,info@chornukhy-crl.pl.ua,"","+380954923598, +380534051039",Самойлік Костянтин Михайлович,ПОЛТАВСЬКА,ЧОРНУХИ,"Україна, 37100, Полтавська обл., Чорнухинський р-н, селище міського типу Чорнухи, ВУЛИЦЯ МЕЛЕЖИКА, будинок 14",50.2685883,32.9352647
7ff44bb6-6dbe-40a6-9091-02e79c61ed95,Кучерук Оксана Вікторівна,ФОП,Первинна,ФОП,oksana.kucheruk.18@gmail.com,"",+380977172644,Кучерук Оксана Вікторівна,ЖИТОМИРСЬКА,РУЖИН(З),"Україна, 13600, Житомирська обл., Ружинський р-н, селище міського типу Ружин(з), вул.Індустріальна, будинок 46",49.7220862,29.2112498
9e610653-8d48-482c-ba4f-c8c1203573e7,СЛОБОДЯН ОЛЕКСАНДР МИХАЙЛОВИЧ,ФОП,Первинна,ФОП,slobodiyns1982@gmail.com,"",+380506828908,Слободян Олександр Михайлович,ЧЕРНІВЕЦЬКА,КЕЛЬМЕНЦІ,"Україна, 60100, Чернівецька обл., Кельменецький р-н, селище міського типу Кельменці, ВУЛИЦЯ П. САГАЙДАЧНОГО, будинок 79, корпус Б, квартира 2",48.4554481,26.8375733
fb0e1e51-ed61-4eaf-beff-41506a74f804,ЧОРНОГУБ АНДРІЙ ЄВГЕНІЙОВИЧ,ФОП,Первинна,ФОП,dr.andrey.chorn@gmail.com,"",+380673813764,Чорногуб Андрій Євгенійович,ХМЕЛЬНИЦЬКА,КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ,"Україна, 32302, Хмельницька обл., місто Кам'янець-Подільський, ВУЛИЦЯ ГЕРОЇВ НЕБЕСНОЇ СОТНІ, будинок 1, квартира 8",48.6771643,26.603108
8807febd-ffa8-45b7-b4a5-68093f9f95cc,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕКСПРЕС - МЕД""",25025314,Первинна,Приватна (без ФОП),sgulvas73@gmail.com,"",+380633407060,Гульвас Сергій Вікторович,ОДЕСЬКА,ОДЕСА,"Україна, 65023, Одеська обл., місто Одеса, ВУЛИЦЯ НІЖИНСЬКА, будинок 47, ПРИМІЩЕННЯ 103",46.4844182,30.7260037
ae4ab204-198d-4c0c-84ef-8ba5f2459f1d,ЄФІМОВА ІННА ІВАНІВНА,ФОП,Первинна,ФОП,i.efimova@homedoctor.in.ua,homedoctor.in.ua,+380487504466,Єфімова Інна Іванівна,ОДЕСЬКА,СТАРА ЦАРИЧАНКА,"Україна, 67723, Одеська обл., Білгород-Дністровський р-н, село Стара Царичанка, ВУЛ.ЛЕНІНА, будинок 104",46.2891117,29.8675235
d9bdf257-eefb-4f46-9c0e-7435b67dc63e,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОЗІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОЗІВСЬКОЇ СЕЛИЩНОЇ РАДИ""",02000792,Спеціалізована,Комунальна,kozova.crkl@gmail.com,kozova.crl.net.ua,+380354721609,Маркевич Богдан Григорович,ТЕРНОПІЛЬСЬКА,КОЗОВА,"Україна, 47600, Тернопільська обл., Козівський р-н, селище міського типу Козова, ВУЛИЦЯ ЗЕЛЕНА, будинок 19",49.4358377,25.1400228
0680d188-7431-4bc0-b423-88f4960ccb58,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БОРИНСЬКА РАЙОННА ЛІКАРНЯ"" БОРИНСЬКОЇ СЕЛИЩНОЇ РАДИ",20763160,Спеціалізована,Комунальна,borunskakml@gmail.com,"",+380326934116,Маркін Ігор Ілліч,ЛЬВІВСЬКА,БОРИНЯ,"Україна, 82547, Львівська обл., Турківський р-н, селище міського типу Бориня, ВУЛ.МИКОЛАЙЧУКА, будинок 90",49.0766296,22.9968534
10f57a9c-da92-4eed-85d9-16d2a99e5219,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА № 1"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ",22645921,Спеціалізована,Комунальна,mdp1@ukr.net,"",+380572521122,Кіпаренко Олександр Юрійович,ХАРКІВСЬКА,ХАРКІВ,"Україна, 61105, Харківська обл., місто Харків, ПРОСПЕКТ ГЕРОЇВ СТАЛІНГРАДУ, будинок 12",49.9438739,36.27398
c24dac8d-8193-40ff-95f6-073e59358ed6,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА № 1"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ",22645921,Первинна,Комунальна,mdp1@ukr.net,"",+380572521122,Кіпаренко Олександр Юрійович,ХАРКІВСЬКА,ХАРКІВ,"Україна, 61105, Харківська обл., місто Харків, ПРОСПЕКТ ГЕРОЇВ СТАЛІНГРАДУ, будинок 12",49.9438739,36.27398
f6bd3599-799a-4ddf-99af-369bbabba4b7,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №5"" КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ",37861807,Первинна,Комунальна,cpmsd5kmr@gmail.com,"",+380676285112,Кузнецова Анастасія Олександрівна,ДНІПРОПЕТРОВСЬКА,КРИВИЙ РІГ,"Україна, 50051, Дніпропетровська обл., місто Кривий Ріг, ВУЛИЦЯ КРИВОРІЖСТАЛІ, будинок 2",47.8855026,33.3899067
c61ca819-4946-4676-9be6-70cc50827106,"ПРИВАТНЕ ПІДПРИЄМСТВО ""ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР КЛІМАНОВОЇ М.О.""",34249943,Первинна,Приватна (без ФОП),info@persomed.com.ua,persomed.ua,+380444999889,Сударіков Олександр Ігорович,М.КИЇВ,КИЇВ,"Україна, 02225, місто Київ, ВУЛИЦЯ ОНОРЕ ДЕ БАЛЬЗАКА, будинок 4",50.4992782,30.5774011
69c147fc-f088-4263-b411-2aa53c609e2e,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НАРОДИЦЬКА ЛІКАРНЯ"" НАРОДИЦЬКОЇ СЕЛИЩНОЇ РАДИ",42739284,Спеціалізована,Комунальна,narodlikar@ukr.net,"",+380414021444,Пащук Марія Іванівна,ЖИТОМИРСЬКА,НАРОДИЧІ,"Україна, 11401, Житомирська обл., Народицький р-н, селище міського типу Народичі, ВУЛИЦЯ ЗАМКОВА, будинок 115",51.1997904,29.0874395
6a1e8b3a-58bb-46c1-a2df-217fc4337651,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТАРАС-ВОЛИНЬ""",34572255,Первинна,Приватна (без ФОП),n.masalova@blagomed.com.ua,blagomed.com.ua,+380332770810,Масальова Наталія Володимирівна,ВОЛИНСЬКА,ЛУЦЬК,"Україна, 43000, Волинська обл., місто Луцьк, ПРОСПЕКТ ВОЛІ, будинок 17А",50.7467827,25.3329679
28fdb563-4abe-43ca-9ba4-682642e0bfaa,ВОЄВОДІНА ВАЛЕНТИНА КОСТЯНТИНІВНА,ФОП,Первинна,ФОП,ub5ygf@ukr.net,"",+380960721095,Воєводіна Валентина Костянтинівна,СУМСЬКА,КОНОТОП,"Україна, 41601, Сумська обл., місто Конотоп, вул.Фізкультурна, будинок 12",51.2224257,33.1976851
5fbaed66-40dd-40d0-99f7-502fd5db2866,"ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДИЧНИЙ ЦЕНТР ""СІМ'Я""",43356680,Первинна,Приватна (без ФОП),medcentr.family@gmail.com,"",+380988018056,Надєйко Наталія Володимирівна,РІВНЕНСЬКА,РІВНЕ,"Україна, 33001, Рівненська обл., місто Рівне, ПРОВУЛОК ПІДГІРНИЙ, будинок 20",50.6218985,26.2334433
798bee44-63b8-4743-aac7-f2bb0a91ab93,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО УСАТІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ""УСАТІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38617509,Спеціалізована,Комунальна,belcenter40@gmail.com,"",+380969800842,Рудоманенко Олена Вікторівна,ОДЕСЬКА,УСАТОВЕ,"Україна, 67663, Одеська обл., Одеський р-н, село Усатове, вул.Больнична, будинок 19",46.5328668,30.6579315
c61f5c6b-675d-4bf3-aee1-539d2e9e7d54,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ",01991406,Первинна,Комунальна,medisa@meta.ua,"",+380412438740,Леськів Богдан Богданович,ЖИТОМИРСЬКА,ЖИТОМИР,"Україна, 10002, Житомирська обл., місто Житомир, ВУЛИЦЯ ЧЕРВОНОГО ХРЕСТА, будинок 3",50.2476393,28.6729711
a9e06381-77e1-4ce3-b66a-c646b1189e8b,ШАРЕНКО-ЛАПТЄВА ЛАРИСА ВОЛОДИМИРІВНА,ФОП,Первинна,ФОП,sharenko.fop@gmail.com,"",+380501720659,Шаренко-Лаптєва Лариса Володимирівна,ПОЛТАВСЬКА,ПИРЯТИН,"Україна, 37000, Полтавська обл., Пирятинський р-н, місто Пирятин, ВУЛИЦЯ КОЦЮБИНСЬКОГО, будинок 26",50.2512866,32.5063125
7e910798-7dfb-4561-ac96-aa610c6c5794,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО  ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КОРОСТЕНСЬКОЇ МІСЬКОЇ РАДИ",41844941,Первинна,Комунальна,korostenpmsd@gmail.com,"",+380414250533,Васькевич Микола Григорович,ЖИТОМИРСЬКА,КОРОСТЕНЬ,"Україна, 11500, Житомирська обл., місто Коростень, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 7",50.9521463,28.6470107
c4cd80aa-603f-4b13-8be5-3f617cdbd3b8,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ПОЛІСЬКОЇ СЕЛИЩНОЇ РАДИ ""ПОЛІСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ""",01994178,Первинна,Комунальна,oleg_savenko@ukr.net,"",+380459251538,Котляр Олена Олександрівна,КИЇВСЬКА,КРАСЯТИЧІ,"Україна, 07053, Київська обл., Вишгородський р-н, селище міського типу Красятичі, вул.Воздвиженська, будинок 7",51.0778799,29.6399163
d925497d-b115-40fc-b7d2-0083e7508715,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ПОЧАЇВСЬКА РАЙОННА КОМУНАЛЬНА ЛІКАРНЯ"" ПОЧАЇВСЬКОЇ МІСЬКОЇ РАДИ",02000866,Спеціалізована,Комунальна,knpprklp@gmail.com,pochaivskarkl.com.ua,+380972352520,Кучер Богдан Євстахович,ТЕРНОПІЛЬСЬКА,ПОЧАЇВ,"Україна, 47025, Тернопільська обл., Кременецький р-н, місто Почаїв, вул.Лаврська, будинок 19",50.0005617,25.5072523
e09ff4ab-f8a1-47e2-9f2e-d656b441b64a,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ РОЖНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ""",42077903,Первинна,Комунальна,volodumur.p@i.ua,"",+380972139230,Пугальський Володимир Оттович,ІВАНО-ФРАНКІВСЬКА,РОЖНІВ,"Україна, 78635, Івано-Франківська обл., Косівський р-н, село Рожнів, ВУЛИЦЯ ШЕВЧЕНКА, будинок 124",48.364947,25.2280853
f1d1f9b3-5624-4022-90d7-bfeda69eb67d,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ"" СУМСЬКОЇ МІСЬКОЇ РАДИ",05519480,Спеціалізована,Комунальна,kusmkl1@ukr.net,https://smkl1.lic.org.ua,+380542701301,Домінас Валентина Михайлівна,СУМСЬКА,СУМИ,"Україна, 40021, Сумська обл., місто Суми, 20 РОКІВ ПЕРЕМОГИ, будинок 13",50.8954844,34.7757983
a80769df-bde1-4d8c-b82a-6b09653db92c,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БІЛГОРОД-ДНІСТРОВСЬКОЇ РАЙОННОЇ РАДИ""",41886843,Первинна,Комунальна,centrbdm3425@gmail.com,"",+380984090135,Орлова Валентина Володимирівна,ОДЕСЬКА,БІЛГОРОД-ДНІСТРОВСЬКИЙ,"Україна, 67700, Одеська обл., місто Білгород-Дністровський, ВУЛИЦЯ МИКОЛАЇВСЬКА, будинок 55-А",46.1904070,30.3405006
200a113f-edc9-4a48-81b3-f8d06fa5d005,ОЩИПКО ІРИНА ГЕОРГІЇВНА,ФОП,Первинна,ФОП,doctor.lviv@gmail.com,"",+380936329198,Ощипко Ірина Георгіївна,ЛЬВІВСЬКА,ОБРОШИНЕ,"Україна, 82115, Львівська обл., Пустомитівський р-н, село Оброшине, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 15",49.7855534,23.8666893
