Hromada_category,Region,Raion,Hromada,Hromada_code,Main_council_code,Council_codes_v1,Decision_date_v1,Council_codes_v2,Decision_date_v2,Council_codes_v3,Decision_date_v3,Council_codes_v4,Decision_date_v4,Council_codes_v5,Decision_date_v5,Council_codes_final,voluntary_amalgamation
Збільшилися,Київська область,Броварський район,Зазимська сільська громада,UA32060090000096236,3221282800,"3221282800,3221286400",2019-10-13,"3221282800,3221286400,3221284800,3221285200,3221286800,3221287200",2020-08-16,,,,,,,"3221282800,3221286400,3221284800,3221285200,3221286800,3221287200",1
Збільшилися,Київська область,Фастівський район,Глевахівська селищна громада,UA32140070000012102,3221455300,"3221455300,3221485500",2019-04-21,"3221455300,3221485500,3221484000,3221487000",2020-08-16,,,,,,,"3221455300,3221485500,3221484000,3221487000",1
Збільшилися,Київська область,Обухівський район,Миронівська міська громада,UA32120090000034281,3222910100,"3222910100,3222988300,3222989100",2018-10-14,"3220681800,3220684400,3222981200,3222910100,3222988300,3222989100",2019-09-27,"3222980900,3222981800,3222982200,3222982600,3222982900,3222983300,3222983400,3222983600,3222984300,3220681800,3220684400,3222981200,3222910100,3222988300,3222989100,3222980300,3222985700,3222985900,3222986300,3222986700,3222988000,3222988400,3222988800",2020-08-16,,,,,"3222980900,3222981800,3222982200,3222982600,3222982900,3222983300,3222983400,3222983600,3222984300,3220681800,3220684400,3222981200,3222910100,3222988300,3222989100,3222980300,3222985700,3222985900,3222986300,3222986700,3222988000,3222988400,3222988800",1
Збільшилися,Київська область,Бориспільський район,Студениківська сільська громада,UA32040150000073245,3223383700,"3223383700,3223384000,3223385000,3223386600,3223386800",2017-10-15,"3220287300,3223386400,3223387300,3223383700,3223384000,3223385000,3223386600,3223386800",2020-08-16,,,,,,,"3220287300,3223386400,3223387300,3223383700,3223384000,3223385000,3223386600,3223386800",1
Збільшилися,Київська область,Бориспільський район,Ташанська сільська громада,UA32040170000034173,3223387400,"3223380600,3223381400,3223382800,3223384600,3223386000,3223387400,3223388500",2019-04-21,"3223385300,3223380600,3223381400,3223382800,3223384600,3223386000,3223387400,3223388500,3223387600",2020-08-16,,,,,,,"3223385300,3223380600,3223381400,3223382800,3223384600,3223386000,3223387400,3223388500,3223387600",1
Збільшилися,Київська область,Білоцерківський район,Тетіївська міська громада,UA32020210000064694,3224610100,"3224680400,3224681600,3224682000,3224682800,3224683200,3224684600,3224684800,3224685800,3224686200,3224686600,3224687000,3224687400,3224610100,3224688200",2017-10-15,"3224680800,3224681200,3224682400,3224683600,3224684000,3224684400,3224685000,3224685300,3224687800,3224680400,3224681600,3224682000,3224682800,3224683200,3224684600,3224684800,3224685800,3224686200,3224686600,3224687000,3224687400,3224610100,3224688200",2020-08-16,,,,,,,"3224680800,3224681200,3224682400,3224683600,3224684000,3224684400,3224685000,3224685300,3224687800,3224680400,3224681600,3224682000,3224682800,3224683200,3224684600,3224684800,3224685800,3224686200,3224686600,3224687000,3224687400,3224610100,3224688200",1
Збільшилися,Київська область,Фастівський район,Томашівська сільська громада,UA32140130000030648,3224986200,"3222787700,3224980800,3224982400,3224985700,3224986200",2019-04-21,"3222781500,3224983300,3222787700,3224980800,3224982400,3224985700,3224986200",2020-08-16,,,,,,,"3222781500,3224983300,3222787700,3224980800,3224982400,3224985700,3224986200",1
Збільшилися,Кіровоградська область,Олександрійський район,Новопразька селищна громада,UA35080030000042560,3520355400,"3522284900,3520355400,3520387300",2018-02-18,"3522284900,3520355400,3520387300,3520386600",2020-08-16,,,,,,,"3522284900,3520355400,3520387300,3520386600",1
Збільшилися,Кіровоградська область,Олександрійський район,Приютівська селищна громада,UA35080150000074379,3520355800,"3520381800,3520382100,3520383500,3520383800,3520355800,3520386200",2018-02-18,"3520380800,3520383700,3520384100,3520384600,3520385200,3520381800,3520383800,3520355800,3520386200",2020-08-16,,,,,,,"3520380800,3520383700,3520384100,3520384600,3520385200,3520381800,3520383800,3520355800,3520386200",1
Збільшилися,Кіровоградська область,Олександрійський район,Попельнастівська сільська громада,UA35080130000048304,3520385500,"3520382900,3520385500,3520385900",2018-10-14,"3520382400,3520382600,3520384400,3520384900,3520380400,3520382900,3520385500,3520385900,3520386800,3520386900,3520386700",2020-08-16,,,,,,,"3520382400,3520382600,3520384400,3520384900,3520380400,3520382900,3520385500,3520385900,3520386800,3520386900,3520386700",1
Збільшилися,Кіровоградська область,Новоукраїнський район,Добровеличківська селищна громада,UA35060050000025668,3521755100,"3521755100,3521781900,3521787000",2018-10-14,"3521780800,3521781500,3521755100,3521781900,3521787000,3521782400,3521782700,3521783500,3521784400,3521780300,3521785700,3521786300",2020-08-16,,,,,,,"3521780800,3521781500,3521755100,3521781900,3521787000,3521782400,3521782700,3521783500,3521784400,3521780300,3521785700,3521786300",1
Збільшилися,Кіровоградська область,Новоукраїнський район,Піщанобрідська сільська громада,UA35060170000071056,3521785300,"3521783000,3521785300,3521786800",2018-10-14,"3521781200,3521784000,3521780600,3521784800,3521783000,3521785300,3521786800",2020-08-16,,,,,,,"3521781200,3521784000,3521780600,3521784800,3521783000,3521785300,3521786800",1
Збільшилися,Кіровоградська область,Кропивницький район,Гурівська сільська громада,UA35040070000034432,3521982500,"3521982500,3521987500",2019-10-13,"3521984400,3521980800,3521981300,3521981900,3521983000,3521982500,3521987500",2020-08-16,,,,,,,"3521984400,3521980800,3521981300,3521981900,3521983000,3521982500,3521987500",1
Збільшилися,Кіровоградська область,Кропивницький район,Дмитрівська сільська громада,UA35040090000082553,3522281500,"3522281500,3522283700",2018-02-18,"3522281500,3522283700,3522288500",2019-04-21,"3522281500,3522283700,3522288500,3522281900",2020-08-16,,,,,"3522281500,3522283700,3522288500,3522281900",1
Збільшилися,Кіровоградська область,Кропивницький район,Великосеверинівська сільська громада,UA35040050000013889,3522581200,"3522581200,3522586400",2017-02-19,"3522581200,3522586400,3522582100,3522587000",2020-08-16,,,,,,,"3522581200,3522586400,3522582100,3522587000",1
Збільшилися,Кіровоградська область,Кропивницький район,Катеринівська сільська громада,UA35040150000097644,3522585800,"3522581800,3522585800,3522580600",2017-08-20,"3522582800,3522581800,3522585800,3522580600,3522584500,3522586200",2020-08-16,,,,,,,"3522582800,3522581800,3522585800,3522580600,3522584500,3522586200",1
Збільшилися,Кіровоградська область,Кропивницький район,Первозванівська сільська громада,UA35040270000084621,3522586600,"3522583600,3522586600,3522587400,3522587600",2017-08-20,"3522583900,3522583600,3522586600,3522587400,3522587600",2019-04-21,"3522580900,3522582400,3522583900,3522583600,3522586600,3522587400,3522587600,3522586900",2020-08-16,,,,,"3522580900,3522582400,3522583900,3522583600,3522586600,3522587400,3522587600,3522586900",1
Збільшилися,Кіровоградська область,Кропивницький район,Соколівська сільська громада,UA35040290000046019,3522587200,"3522581600,3522583200,3522584200,3522584800,3522587200",2016-10-09,"3522581900,3522583300,3522585000,3522581600,3522583200,3522584200,3522584800,3522587200,3524080900",2020-08-16,,,,,,,"3522581900,3522583300,3522585000,3522581600,3522583200,3522584200,3522584800,3522587200,3524080900",1
Збільшилися,Кіровоградська область,Кропивницький район,Компаніївська селищна громада,UA35040190000012514,3522855100,"3522881500,3522855100",2017-08-20,"3522881500,3522855100,3522884300",2018-10-14,"3522881500,3522855100,3522884300,3522885400",2019-10-13,"3522880900,3522881100,3522881400,3522881600,3522881500,3522855100,3522884300,3522885400,3522882000,3522882300,3522883000,3522883800,3522884600,3522885000,3522885300,3522885900,3522885800",2020-08-16,,,"3522880900,3522881100,3522881400,3522881600,3522881500,3522855100,3522884300,3522885400,3522882000,3522882300,3522883000,3522883800,3522884600,3522885000,3522885300,3522885900,3522885800",1
Збільшилися,Кіровоградська область,Новоукраїнський район,Маловисківська міська громада,UA35060090000091976,3523110100,"3523110100,3523184400,3523184800,3523180600",2015-08-16,"3523182000,3523182800,3523110100,3523184400,3523184800,3523180600,3523183200",2020-08-16,,,,,,,"3523182000,3523182800,3523110100,3523184400,3523184800,3523180600,3523183200",1
Збільшилися,Кіровоградська область,Новоукраїнський район,Смолінська селищна громада,UA35060230000086264,3523155700,"3523180900,3523155700",2017-08-20,"3523182400,3523183700,3523183800,3523180900,3523155700,3523186800,3523180300",2020-08-16,,,,,,,"3523182400,3523183700,3523183800,3523180900,3523155700,3523186800,3523180300",1
Збільшилися,Кіровоградська область,Новоукраїнський район,Злинська сільська громада,UA35060070000071148,3523181600,"3523181600,3523185700",2019-10-13,"3523181600,3523185700,3523185200",2020-08-16,,,,,,,"3523181600,3523185700,3523185200",1
Збільшилися,Кіровоградська область,Новоукраїнський район,Новоукраїнська міська громада,UA35060150000073710,3524010100,"3524010100,3524083600,3524086400",2016-01-17,"3524081400,3524010100,3524083600,3524086400,3524087000",2020-08-16,,,,,,,"3524081400,3524010100,3524083600,3524086400,3524087000",1
Збільшилися,Кіровоградська область,Новоукраїнський район,Ганнівська сільська громада,UA35060010000018331,3524080300,"3524080300,3524080700,3524087200",2017-02-19,"3524080300,3524080700,3524087200,3524082800,3524085200",2020-08-16,,,,,,,"3524080300,3524080700,3524087200,3524082800,3524085200",1
Збільшилися,Кіровоградська область,Новоукраїнський район,Глодоська сільська громада,UA35060030000099117,3524080600,"3524080600,3524084300",2019-10-13,"3524080600,3524084300,3524083000",2020-08-16,,,,,,,"3524080600,3524084300,3524083000",1
Збільшилися,Кіровоградська область,Олександрійський район,Петрівська селищна громада,UA35080110000063919,3524955100,"3524981300,3524955100",2019-04-21,"3524955300,3524980800,3524980400,3524981900,3524982500,3524982900,3524983000,3524983100,3524983400,3524983700,3524981300,3524955100,3524984800,3524985900,3524986600",2020-08-16,,,,,,,"3524955300,3524980800,3524980400,3524981900,3524982500,3524982900,3524983000,3524983100,3524983400,3524983700,3524981300,3524955100,3524984800,3524985900,3524986600",1
Збільшилися,Кіровоградська область,Олександрійський район,Великоандрусівська сільська громада,UA35080010000032386,3525280500,"3525280500,3525287600",2016-10-09,"3525280500,3525287600,3525281200,3525281800,3525282400,3525283500,3525285200,3525288100",2020-08-16,,,,,,,"3525280500,3525287600,3525281200,3525281800,3525282400,3525283500,3525285200,3525288100",1
Збільшилися,Луганська область,Сватівський район,Білокуракинська селищна громада,UA44100010000048313,4420955100,"4420955100,4420982300,4420981000,4420981500,4420983400,4420985500,4420986600,4420986900",2015-08-16,"4420955100,4420982300,4420981000,4420981500,4420983400,4420985500,4420986600,4420986900,4420988000",2019-04-21,"4420955100,4420982300,4420981000,4420981500,4420983400,4420985500,4420986600,4420986900,4420988000,4420987200,4420987700",2020-08-16,,,,,"4420955100,4420982300,4420981000,4420981500,4420983400,4420985500,4420986600,4420986900,4420988000,4420987200,4420987700",1
Збільшилися,Луганська область,Сватівський район,Лозно-Олександрівська селищна громада,UA44100070000070448,4420955700,"4420955700,4420987800,4420988200",2018-02-18,"4420955700,4420987800,4420988200,4420988800,4425484000,4425485000",2020-08-16,,,,,,,"4420955700,4420987800,4420988200,4420988800,4425484000,4425485000",1
Збільшилися,Луганська область,Сватівський район,Красноріченська селищна громада,UA44100050000027880,4421655400,"4421680200,4421655400,4421684100",2017-08-20,"4421680200,4421655400,4421684100,4421682200,4421683200,4421684500",2020-08-16,,,,,,,"4421680200,4421655400,4421684100,4421682200,4421683200,4421684500",1
Збільшилися,Луганська область,Старобільський район,Марківська селищна громада,UA44140050000026566,4422555100,"4422581100,4422585500,4422586600,4422555100,4422588800",2019-04-21,"4422582200,4422583300,4422584400,4422581100,4422585500,4422586600,4422555100,4422588800,4422587700",2020-08-16,,,,,,,"4422582200,4422583300,4422584400,4422581100,4422585500,4422586600,4422555100,4422588800,4422587700",1
Збільшилися,Луганська область,Старобільський район,Новопсковська селищна громада,UA44140090000072167,4423355100,"4423355100,4423384700",2015-08-16,"4423381500,4423355100,4423384700",2019-04-21,"4423380700,4423381100,4423382000,4423382500,4423381500,4423355100,4423384700,4423384000,4423385900,4423386600,4423387000",2020-08-16,,,,,"4423380700,4423381100,4423382000,4423382500,4423381500,4423355100,4423384700,4423384000,4423385900,4423386600,4423387000",1
Збільшилися,Луганська область,Сватівський район,Нижньодуванська селищна громада,UA44100090000087782,4424055400,"4424055400,4425483500",2017-08-20,"4424080500,4424055400,4425483500,4424084500,4424086000,4425486500",2020-08-16,,,,,,,"4424080500,4424055400,4425483500,4424084500,4424086000,4425486500",1
Збільшилися,Луганська область,Сватівський район,Коломийчиська сільська громада,UA44100030000094890,4424082000,"4424082000,4424086500",2019-04-21,"4424081500,4424082000,4424086500,4424082500,4424087800",2020-08-16,,,,,,,"4424081500,4424082000,4424086500,4424082500,4424087800",1
Збільшилися,Луганська область,Старобільський район,Чмирівська сільська громада,UA44140130000089782,4425186500,"4425180200,4425180600,4425186500",2016-10-09,"4425180300,4425181500,4425184800,4425180200,4425180600,4425186500,4425187000",2020-08-16,,,,,,,"4425180300,4425181500,4425184800,4425180200,4425180600,4425186500,4425187000",1
Збільшилися,Луганська область,Сватівський район,Троїцька селищна громада,UA44100130000017965,4425455100,"4425480500,4425481000,4425481500,4425482000,4425482500,4425483200,4425483000,4425485500,4425486000,4425487500,4425455100,4425488000",2017-02-19,"4425484500,4425487000,4425480500,4425481000,4425481500,4425482000,4425482500,4425483200,4425483000,4425485500,4425486000,4425487500,4425455100,4425488000",2020-08-16,,,,,,,"4425484500,4425487000,4425480500,4425481000,4425481500,4425482000,4425482500,4425483200,4425483000,4425485500,4425486000,4425487500,4425455100,4425488000",1
Збільшилися,Львівська область,Золочівський район,Заболотцівська сільська громада,UA46040050000062043,4620382000,"4620382000,4620386300",2015-08-16,"4620382000,4620386300,4620384800,4620388800",2020-08-16,,,,,,,"4620382000,4620386300,4620384800,4620388800",1
Збільшилися,Львівська область,Дрогобицький район,Меденицька селищна громада,UA46020050000037271,4621255400,"4621284300,4621255400,4621285700",2018-10-14,"4621281200,4621281500,4621281800,4621282400,4621283600,4621284500,4621284300,4621255400,4621285700,4621286400,4621286200,4621287200",2020-08-16,,,,,,,"4621281200,4621281500,4621281800,4621282400,4621283600,4621284500,4621284300,4621255400,4621285700,4621286400,4621286200,4621287200",1
Збільшилися,Львівська область,Львівський район,Кам'янка-Бузька міська громада,UA46060190000038354,4622110100,"4622180800,4622183000,4622183500,4622110100,4622184900",2017-10-15,"4622182600,4622180800,4622183000,4622183500,4622110100,4622184900,4622186600",2020-08-16,,,,,,,"4622182600,4622180800,4622183000,4622183500,4622110100,4622184900,4622186600",1
Збільшилися,Львівська область,Львівський район,Жовтанецька сільська громада,UA46060150000060045,4622183300,"4622181200,4622182000,4622183300",2016-10-09,"4622181200,4622182000,4622183300,4622185200",2020-08-16,,,,,,,"4622181200,4622182000,4622183300,4622185200",1
Збільшилися,Львівська область,Яворівський район,Мостиська міська громада,UA46140030000023506,4622410100,"4622480200,4622480800,4622481000,4622483900,4622484000,4622410100,4622485100,4622485200,4622485900,4622486600,4622486900",2016-10-09,"4622481200,4622482800,4622483600,4622484600,4622484500,4622480200,4622480800,4622481000,4622483900,4622484000,4622410100,4622485100,4622485200,4622485900,4622486600,4622486900,4622486400,4622488900,4622487600",2020-08-16,,,,,,,"4622481200,4622482800,4622483600,4622484600,4622484500,4622480200,4622480800,4622481000,4622483900,4622484000,4622410100,4622485100,4622485200,4622485900,4622486600,4622486900,4622486400,4622488900,4622487600",1
Збільшилися,Львівська область,Яворівський район,Судововишнянська міська громада,UA46140070000010135,4622410500,"4622482200,4622482400,4622410500",2016-10-09,"4622482000,4622484400,4622482200,4622482400,4622410500",2020-08-16,,,,,,,"4622482000,4622484400,4622482200,4622482400,4622410500",1
Збільшилися,Львівська область,Яворівський район,Шегинівська сільська громада,UA46140090000079730,4622487900,"4622480400,4622481600,4622485600,4622487900",2016-10-09,"4622484900,4622489000,4622480400,4622481600,4622485600,4622487900",2019-10-13,"4622484700,4622487200,4622483200,4622484900,4622489000,4622480400,4622481600,4622485600,4622487900",2020-08-16,,,,,"4622484700,4622487200,4622483200,4622484900,4622489000,4622480400,4622481600,4622485600,4622487900",1
Збільшилися,Львівська область,Стрийський район,Розвадівська сільська громада,UA46100170000077437,4623086800,"4623081800,4623085400,4623086400,4623086800",2017-02-19,"4623083600,4623084200,4623081800,4623085400,4623086400,4623086800",2020-08-16,,,,,,,"4623083600,4623084200,4623081800,4623085400,4623086400,4623086800",1
Збільшилися,Львівська область,Львівський район,Бібрська міська громада,UA46060010000049728,4623310300,"4621588500,4623310300,4623381800,4623384500,4623386000,4623386400,4623387200",2018-10-14,"4621555900,4621580300,4621583900,4621588500,4623310300,4623381800,4623384500,4623386000,4623386400,4623387200,4623387600",2020-08-16,,,,,,,"4621555900,4621580300,4621583900,4621588500,4623310300,4623381800,4623384500,4623386000,4623386400,4623387200,4623387600",1
Збільшилися,Львівська область,Львівський район,Зимноводівська сільська громада,UA46060170000014754,4623681600,"4623681600,4623683700,4623686200",2018-10-14,"4620987700,4623681600,4623683700,4623686200",2020-08-16,,,,,,,"4620987700,4623681600,4623683700,4623686200",1
Збільшилися,Львівська область,Львівський район,Давидівська сільська громада,UA46060090000017373,4623682400,"4623681200,4623682400,4623683500,4623685100,4623688200",2016-10-09,"4623681200,4623682400,4623683500,4623685100,4623688200,4623683100,4623684400,4623687100",2020-08-16,,,,,,,"4623681200,4623682400,4623683500,4623685100,4623688200,4623683100,4623684400,4623687100",1
Збільшилися,Львівська область,Львівський район,Підберізцівська сільська громада,UA46060350000036006,4623685300,"4623684000,4623685300,4623687900,4623687600",2017-08-20,"4623680800,4623684000,4623685300,4623687900,4623687600",2020-08-16,,,,,,,"4623680800,4623684000,4623685300,4623687900,4623687600",1
Збільшилися,Львівська область,Львівський район,Солонківська сільська громада,UA46060430000091455,4623686600,"4623683300,4623685500,4623685600,4623686600",2017-08-20,"4623681800,4623682800,4623683300,4623685500,4623685600,4623686600",2020-08-16,,,,,,,"4623681800,4623682800,4623683300,4623685500,4623685600,4623686600",1
Збільшилися,Львівська область,Червоноградський район,Радехівська міська громада,UA46120090000051307,4623910100,"4623980900,4623981700,4623982500,4623983800,4623984300,4623910100,4623985200,4623984900,4623986200,4623986600",2018-10-14,"4623987200,4623981200,4623981600,4623983400,4623984200,4623984500,4623980900,4623981700,4623982500,4623983800,4623984300,4623910100,4623985200,4623984900,4623986200,4623986600,4623984600,4623985700,4623985800,4623988400",2020-08-16,,,,,,,"4623987200,4623981200,4623981600,4623983400,4623984200,4623984500,4623980900,4623981700,4623982500,4623983800,4623984300,4623910100,4623985200,4623984900,4623986200,4623986600,4623984600,4623985700,4623985800,4623988400",1
Збільшилися,Львівська область,Червоноградський район,Лопатинська селищна громада,UA46120070000071541,4623955400,"4623980600,4623982200,4623955400,4623982800,4623987600",2018-10-14,"4623980400,4623981400,4623981900,4623980600,4623982200,4623955400,4623982800,4623987600,4623983000,4623985500,4623985900,4623986900",2020-08-16,,,,,,,"4623980400,4623981400,4623981900,4623980600,4623982200,4623955400,4623982800,4623987600,4623983000,4623985500,4623985900,4623986900",1
Збільшилися,Львівська область,Самбірський район,Новокалинівська міська громада,UA46080070000035761,4624210300,"4624210300,4624281200,4624282500,4624283000,4624283100",2015-08-16,"4624280300,4624284600,4624283400,4624255300,4624281300,4624286000,4624210300,4624281200,4624282500,4624283000,4624283100",2020-08-16,,,,,,,"4624280300,4624284600,4624283400,4624255300,4624281300,4624286000,4624210300,4624281200,4624282500,4624283000,4624283100",1
Збільшилися,Львівська область,Самбірський район,Рудківська міська громада,UA46080110000050484,4624210400,"4624286700,4624286600,4624210400,4624288200,4624288900",2017-08-20,"4620981400,4624281900,4624284000,4624284300,4624284900,4624285600,4624288600,4624287000,4624286700,4624286600,4624210400,4624288200,4624288900",2020-08-16,,,,,,,"4620981400,4624281900,4624284000,4624284300,4624284900,4624285600,4624288600,4624287000,4624286700,4624286600,4624210400,4624288200,4624288900",1
Збільшилися,Львівська область,Самбірський район,Бісковицька сільська громада,UA46080010000010628,4624280600,"4624280600,4624282300,4624286900",2015-08-16,"4624280600,4624282300,4624286900,4624281600,4624281400,4624287600,4624282200,4625183100,4625185100",2020-08-16,,,,,,,"4624280600,4624282300,4624286900,4624281600,4624281400,4624287600,4624282200,4625183100,4625185100",1
Збільшилися,Львівська область,Стрийський район,Славська селищна громада,UA46100210000027970,4624555700,"4624580800,4624584100,4624584300,4624555700",2017-08-20,"4624581200,4624584000,4624584900,4624580800,4624584100,4624584300,4624555700,4624587800,4624588500",2020-08-16,,,,,,,"4624581200,4624584000,4624584900,4624580800,4624584100,4624584300,4624555700,4624587800,4624588500",1
Збільшилися,Львівська область,Червоноградський район,Великомостівська міська громада,UA46120030000069375,4624810600,"4624880600,4624810600,4624881800,4624885900",2017-08-20,"4622780400,4622784700,4624880600,4624810600,4624881800,4624885900",2020-08-16,,,,,,,"4622780400,4622784700,4624880600,4624810600,4624881800,4624885900",1
Збільшилися,Миколаївська область,Первомайський район,Арбузинська селищна громада,UA48080010000048763,4820355100,"4820355100,4820382200",2017-10-15,"4820380100,4820355100,4820382200,4820381500,4820382600",2020-08-16,,,,,,,"4820380100,4820355100,4820382200,4820381500,4820382600",1
Збільшилися,Миколаївська область,Первомайський район,Благодатненська сільська громада,UA48080030000050927,4820380400,"4820380400,4820380700,4820382000,4820383000,4820383800,4820384200",2016-10-09,"4820380400,4820380700,4820382000,4820383000,4820383800,4820384200,4820381800",2020-08-16,,,,,,,"4820380400,4820380700,4820382000,4820383000,4820383800,4820384200,4820381800",1
Збільшилися,Миколаївська область,Миколаївський район,Березанська селищна громада,UA48060010000061913,4820955100,"4820955100,4820980600,4820981800,4820982700,4820983200",2017-10-15,"4820955100,4820980600,4820981800,4820982700,4820983200,4820981200,4820982400,4820982500,4820985000,4820986000",2020-08-16,,,,,,,"4820955100,4820980600,4820981800,4820982700,4820983200,4820981200,4820982400,4820982500,4820985000,4820986000",1
Збільшилися,Миколаївська область,Миколаївський район,Коблівська сільська громада,UA48060090000097375,4820982200,"4820982200,4820983500,4820983900,4820986300",2016-10-09,"4820980300,4820982200,4820983500,4820983900,4820986300,4820985400",2020-08-16,,,,,,,"4820980300,4820982200,4820983500,4820983900,4820986300,4820985400",1
Збільшилися,Миколаївська область,Баштанський район,Березнегуватська селищна громада,UA48020030000061219,4821155100,"4821155100,4821180400,4821183000,4821183800,4821184600,4821186000",2019-04-21,"4821155100,4821180400,4821183000,4821183800,4821184600,4821186000,4821180700,4821182200,4821181300,4821181700,4821182600,4821183500,4821184200,4821184800,4821185100",2020-08-16,,,,,,,"4821155100,4821180400,4821183000,4821183800,4821184600,4821186000,4821180700,4821182200,4821181300,4821181700,4821182600,4821183500,4821184200,4821184800,4821185100",1
Збільшилися,Миколаївська область,Вознесенський район,Новомар'ївська сільська громада,UA48040170000057262,4821483900,"4821481300,4821481700,4821482400,4821483900",2019-04-21,"4821480400,4821480800,4821481300,4821481700,4821482400,4821483900",2020-08-16,,,,,,,"4821480400,4821480800,4821481300,4821481700,4821482400,4821483900",1
Збільшилися,Миколаївська область,Вознесенський район,Веселинівська селищна громада,UA48040050000011284,4821755100,"4821755100,4821780300,4821755500,4821782000,4821784200",2016-10-09,"4821780200,4821755100,4821780300,4821755500,4821782000,4821784200,4821782500,4821783000,4821783400,4821783800,4821785000",2020-08-16,,,,,,,"4821780200,4821755100,4821780300,4821755500,4821782000,4821784200,4821782500,4821783000,4821783400,4821783800,4821785000",1
Збільшилися,Миколаївська область,Вознесенський район,Бузька сільська громада,UA48040030000013036,4822080800,"4822080800,4822084200",2016-10-09,"4822080800,4822084200,4822081200,4822081700",2020-08-16,,,,,,,"4822080800,4822084200,4822081200,4822081700",1
Збільшилися,Миколаївська область,Вознесенський район,Дорошівська сільська громада,UA48040110000015580,4822082600,"4822080400,4822082600",2017-02-19,"4822080400,4822082600,4822085400",2019-10-13,"4822080400,4822082600,4822085400,4822083000",2020-08-16,,,,,"4822080400,4822082600,4822085400,4822083000",1
Збільшилися,Миколаївська область,Вознесенський район,Доманівська селищна громада,UA48040090000070960,4822755100,"4822755100,4822784900,4822785200",2016-10-09,"4822781200,4822755100,4822784900,4822785200,4822781500,4822783200,4822784600",2020-08-16,,,,,,,"4822781200,4822755100,4822784900,4822785200,4822781500,4822783200,4822784600",1
Збільшилися,Миколаївська область,Вознесенський район,Мостівська сільська громада,UA48040150000011861,4822783500,"4822783500,4822780500,4822784400",2016-10-02,"4822782000,4822783500,4822780500,4822784400",2020-08-16,,,,,,,"4822782000,4822783500,4822780500,4822784400",1
Збільшилися,Миколаївська область,Миколаївський район,Воскресенська селищна громада,UA48060050000074873,4823355300,"4823355300,4823381300,4823383900",2016-10-09,"4823355300,4823381300,4823383900,4823380700,4823383300",2020-08-16,,,,,,,"4823355300,4823381300,4823383900,4823380700,4823383300",1
Збільшилися,Миколаївська область,Миколаївський район,Шевченківська сільська громада,UA48060370000016130,4823384700,"4823381000,4823382000,4823383100,4823384100,4823384700",2016-10-09,"4823383200,4823381000,4823382000,4823383100,4823384100,4823384700,4825782200,4825782900,4825784700",2020-08-16,,,,,,,"4823383200,4823381000,4823382000,4823383100,4823384100,4823384700,4825782200,4825782900,4825784700",1
Збільшилися,Миколаївська область,Баштанський район,Казанківська селищна громада,UA48020130000080862,4823655100,"4823680800,4823681900,4823681700,4823655100,4823682700,4823683900,4823683200,4823683500,4823685700",2017-10-15,"4823681100,4823680800,4823681900,4823681700,4823655100,4823682700,4823683900,4823683200,4823683500,4823685700,4823682200,4823684200,4823684500,4823684800",2020-08-16,,,,,,,"4823681100,4823680800,4823681900,4823681700,4823655100,4823682700,4823683900,4823683200,4823683500,4823685700,4823682200,4823684200,4823684500,4823684800",1
Збільшилися,Миколаївська область,Баштанський район,Володимирівська сільська громада,UA48020070000050731,4823681400,"4823681400,4823680300",2017-10-15,"4823681400,4823680300,4823685300,4823686500",2020-08-16,,,,,,,"4823681400,4823680300,4823685300,4823686500",1
Збільшилися,Миколаївська область,Миколаївський район,Ольшанська селищна громада,UA48060230000098265,4824255600,"4824255600,4824284200",2016-10-09,"4824281200,4824255600,4824284200,4824285000,4824286000",2020-08-16,,,,,,,"4824281200,4824255600,4824284200,4824285000,4824286000",1
Збільшилися,Миколаївська область,Миколаївський район,Веснянська сільська громада,UA48060030000055210,4824280400,"4824280400,4824282500",2016-10-09,"4824280400,4824282500,4824282000",2019-10-13,"4824280200,4824280400,4824282500,4824282000,4824280900,4824283200",2020-08-16,,,,,"4824280200,4824280400,4824282500,4824282000,4824280900,4824283200",1
Збільшилися,Миколаївська область,Миколаївський район,Нечаянська сільська громада,UA48060190000070297,4824282700,"4824281500,4824282700",2016-10-09,"4820980900,4824281500,4824282700",2020-08-16,,,,,,,"4820980900,4824281500,4824282700",1
Збільшилися,Миколаївська область,Баштанський район,Новобузька міська громада,UA48020150000051082,4824510100,"4824510100,4824581900",2019-04-21,"4824510100,4824581900,4824583900",2020-08-16,,,,,,,"4824510100,4824581900,4824583900",1
Збільшилися,Миколаївська область,Баштанський район,Вільнозапорізька сільська громада,UA48020050000023194,4824581200,"4824581200,4824583000,4824583400",2019-04-21,"4824581200,4824583000,4824583400,4824582600,4824586000",2020-08-16,,,,,,,"4824581200,4824583000,4824583400,4824582600,4824586000",1
Збільшилися,Миколаївська область,Баштанський район,Софіївська сільська громада,UA48020210000024814,4824585000,"4824580400,4824585000",2019-04-21,"4824580700,4824581500,4824582200,4824580400,4824585000",2020-08-16,,,,,,,"4824580700,4824581500,4824582200,4824580400,4824585000",1
Збільшилися,Миколаївська область,Миколаївський район,Сухоєланецька сільська громада,UA48060330000083035,4824885200,"4824884400,4824885200",2019-04-21,"4824880200,4824880800,4824881600,4824884400,4824885200",2020-08-16,,,,,,,"4824880200,4824880800,4824881600,4824884400,4824885200",1
