hromada_code,hromada_name,subject,mean_score,n_didnt_pass,n,pct_didnt_pass
UA18040570000099817,Хорошівська,Eng,136.15,4,24,0.16666666666666666
UA18040570000099817,Хорошівська,Hist,123.95,22,102,0.21568627450980393
UA18040570000099817,Хорошівська,Math,125.14583333333333,49,97,0.5051546391752577
UA18040570000099817,Хорошівська,UML,139.91666666666666,12,84,0.14285714285714285
UA18040570000099817,Хорошівська,Ukr,140.54166666666666,16,112,0.14285714285714285
UA18040590000064402,Черняхівська,Eng,135.80555555555554,11,47,0.23404255319148937
UA18040590000064402,Черняхівська,Hist,130.87777777777777,17,107,0.1588785046728972
UA18040590000064402,Черняхівська,Math,136.71052631578948,40,116,0.3448275862068966
UA18040590000064402,Черняхівська,UML,147.13302752293578,8,117,0.06837606837606838
UA18040590000064402,Черняхівська,Ukr,148.51694915254237,11,129,0.08527131782945736
UA18040610000049084,Чуднівська,Eng,144.46153846153845,5,31,0.16129032258064516
UA18040610000049084,Чуднівська,Hist,137.28301886792454,21,74,0.28378378378378377
UA18040610000049084,Чуднівська,Math,138.61904761904762,27,69,0.391304347826087
UA18040610000049084,Чуднівська,UML,138.73728813559322,8,67,0.11940298507462686
UA18040610000049084,Чуднівська,Ukr,141.48717948717947,9,87,0.10344827586206896
UA18060010000047628,Білокоровицька,Eng,128.77777777777777,4,13,0.3076923076923077
UA18060010000047628,Білокоровицька,Hist,130.6764705882353,5,39,0.1282051282051282
UA18060010000047628,Білокоровицька,Math,126.75,21,41,0.5121951219512195
UA18060010000047628,Білокоровицька,UML,140,6,39,0.15384615384615385
UA18060010000047628,Білокоровицька,Ukr,137.30769230769232,6,45,0.13333333333333333
UA18060030000039943,Гладковицька,Eng,138.2,1,11,0.09090909090909091
UA18060030000039943,Гладковицька,Hist,129.27777777777777,7,25,0.28
UA18060030000039943,Гладковицька,Math,139.0952380952381,11,32,0.34375
UA18060030000039943,Гладковицька,UML,142.04545454545453,3,25,0.12
UA18060030000039943,Гладковицька,Ukr,141.90322580645162,3,34,0.08823529411764706
UA18060050000027575,Горщиківська,Eng,125.2,1,6,0.16666666666666666
UA18060050000027575,Горщиківська,Hist,131.8125,4,20,0.2
UA18060050000027575,Горщиківська,Math,119.8,15,20,0.75
UA18060050000027575,Горщиківська,UML,147.08333333333334,1,13,0.07692307692307693
UA18060050000027575,Горщиківська,Ukr,140.76470588235293,2,19,0.10526315789473684
UA18060070000095797,Іршанська,Eng,145.16666666666666,1,13,0.07692307692307693
UA18060070000095797,Іршанська,Hist,136.90243902439025,7,48,0.14583333333333334
UA18060070000095797,Іршанська,Math,136.51282051282053,12,51,0.23529411764705882
UA18060070000095797,Іршанська,UML,147.6,2,47,0.0425531914893617
UA18060070000095797,Іршанська,Ukr,146.8653846153846,5,57,0.08771929824561403
UA18060090000061708,Коростенська,Eng,144.11881188118812,22,224,0.09821428571428571
UA18060090000061708,Коростенська,Hist,141.2299035369775,35,346,0.10115606936416185
UA18060090000061708,Коростенська,Math,136.7201166180758,88,431,0.20417633410672853
UA18060090000061708,Коростенська,UML,153.8578811369509,14,401,0.034912718204488775
UA18060090000061708,Коростенська,Ukr,153.78891257995735,21,490,0.04285714285714286
UA18060110000061631,Лугинська,Eng,130.46666666666667,7,22,0.3181818181818182
UA18060110000061631,Лугинська,Hist,129.55555555555554,21,75,0.28
UA18060110000061631,Лугинська,Math,127.31914893617021,41,88,0.4659090909090909
UA18060110000061631,Лугинська,UML,143.62121212121212,8,74,0.10810810810810811
UA18060110000061631,Лугинська,Ukr,139.91139240506328,14,93,0.15053763440860216
UA18060130000061781,Малинська,Eng,141.34736842105264,11,106,0.10377358490566038
UA18060130000061781,Малинська,Hist,135.59322033898306,15,133,0.11278195488721804
UA18060130000061781,Малинська,Math,144.31428571428572,42,182,0.23076923076923078
UA18060130000061781,Малинська,UML,152.43396226415095,8,167,0.04790419161676647
UA18060130000061781,Малинська,Ukr,154.73076923076923,9,217,0.041474654377880185
UA18060150000038188,Народицька,Eng,126.875,1,9,0.1111111111111111
UA18060150000038188,Народицька,Hist,134.92105263157896,15,53,0.2830188679245283
UA18060150000038188,Народицька,Math,124.45833333333333,26,50,0.52
UA18060150000038188,Народицька,UML,139.61904761904762,10,52,0.19230769230769232
UA18060150000038188,Народицька,Ukr,137.38297872340425,8,55,0.14545454545454545
UA18060170000069581,Овруцька,Eng,139.327868852459,12,73,0.1643835616438356
UA18060170000069581,Овруцька,Hist,141.6259541984733,23,154,0.14935064935064934
UA18060170000069581,Овруцька,Math,138.35833333333332,50,170,0.29411764705882354
UA18060170000069581,Овруцька,UML,150.45625,8,168,0.047619047619047616
UA18060170000069581,Овруцька,Ukr,150.12994350282486,13,190,0.06842105263157895
UA18060190000071101,Олевська,Eng,136.35087719298247,15,72,0.20833333333333334
UA18060190000071101,Олевська,Hist,131.38235294117646,62,215,0.28837209302325584
UA18060190000071101,Олевська,Math,128.05217391304348,110,225,0.4888888888888889
UA18060190000071101,Олевська,UML,138.63030303030303,27,192,0.140625
UA18060190000071101,Олевська,Ukr,138.34285714285716,34,244,0.13934426229508196
UA18060210000083283,Словечанська,Eng,130.07692307692307,4,17,0.23529411764705882
UA18060210000083283,Словечанська,Hist,142.6086956521739,8,54,0.14814814814814814
UA18060210000083283,Словечанська,Math,130.52631578947367,26,64,0.40625
UA18060210000083283,Словечанська,UML,146.3695652173913,8,54,0.14814814814814814
UA18060210000083283,Словечанська,Ukr,142.50877192982455,8,65,0.12307692307692308
UA18060230000071114,Ушомирська,Eng,126.9090909090909,1,12,0.08333333333333333
UA18060230000071114,Ушомирська,Hist,129.54285714285714,9,44,0.20454545454545456
UA18060230000071114,Ушомирська,Math,127.8695652173913,21,44,0.4772727272727273
UA18060230000071114,Ушомирська,UML,139.52857142857144,6,41,0.14634146341463414
UA18060230000071114,Ушомирська,Ukr,137.7674418604651,7,50,0.14
UA18060250000078729,Чоповицька,Eng,153.6,1,6,0.16666666666666666
UA18060250000078729,Чоповицька,Hist,141.26666666666668,2,17,0.11764705882352941
UA18060250000078729,Чоповицька,Math,133.6153846153846,5,18,0.2777777777777778
UA18060250000078729,Чоповицька,UML,141.9375,0,16,0
UA18060250000078729,Чоповицька,Ukr,150.61111111111111,2,20,0.1
UA18080010000090720,Баранівська,Eng,146.91489361702128,5,52,0.09615384615384616
UA18080010000090720,Баранівська,Hist,133.1195652173913,15,107,0.14018691588785046
UA18080010000090720,Баранівська,Math,137.52173913043478,44,136,0.3235294117647059
UA18080010000090720,Баранівська,UML,150.55737704918033,10,132,0.07575757575757576
UA18080010000090720,Баранівська,Ukr,148.77304964539007,7,148,0.0472972972972973
UA18080030000019784,Барашівська,Eng,129.4,1,6,0.16666666666666666
UA18080030000019784,Барашівська,Hist,133.12,4,29,0.13793103448275862
UA18080030000019784,Барашівська,Math,129.64285714285714,14,28,0.5
UA18080030000019784,Барашівська,UML,141.3181818181818,2,24,0.08333333333333333
UA18080030000019784,Барашівська,Ukr,135.0344827586207,3,32,0.09375
UA18080050000083590,Брониківська,Eng,129,3,12,0.25
UA18080050000083590,Брониківська,Hist,127.45454545454545,7,29,0.2413793103448276
UA18080050000083590,Брониківська,Math,131.8125,10,26,0.38461538461538464
UA18080050000083590,Брониківська,UML,134.4814814814815,3,30,0.1
UA18080050000083590,Брониківська,Ukr,134.74074074074073,5,32,0.15625
UA18080070000029133,Городницька,Eng,162,0,4,0
UA18080070000029133,Городницька,Hist,131.15151515151516,6,39,0.15384615384615385
UA18080070000029133,Городницька,Math,134.15384615384616,17,43,0.3953488372093023
UA18080070000029133,Городницька,UML,138.72413793103448,5,34,0.14705882352941177
UA18080070000029133,Городницька,Ukr,145.13888888888889,7,43,0.16279069767441862
UA18080090000055832,Довбиська,Eng,132,3,8,0.375
UA18080090000055832,Довбиська,Hist,126,11,37,0.2972972972972973
UA18080090000055832,Довбиська,Math,128,22,40,0.55
UA18080090000055832,Довбиська,UML,132.31034482758622,7,36,0.19444444444444445
UA18080090000055832,Довбиська,Ukr,132.14634146341464,6,47,0.1276595744680851
UA18080110000095378,Дубрівська,Eng,136.33333333333334,0,3,0
UA18080110000095378,Дубрівська,Hist,127.72727272727273,1,12,0.08333333333333333
UA18080110000095378,Дубрівська,Math,137.8181818181818,13,24,0.5416666666666666
UA18080110000095378,Дубрівська,UML,129,6,19,0.3157894736842105
UA18080110000095378,Дубрівська,Ukr,139.05882352941177,7,24,0.2916666666666667
UA18080130000032098,Ємільчинська,Eng,141.77272727272728,7,29,0.2413793103448276
UA18080130000032098,Ємільчинська,Hist,131.22772277227722,32,133,0.24060150375939848
UA18080130000032098,Ємільчинська,Math,127.6842105263158,62,138,0.4492753623188406
UA18080130000032098,Ємільчинська,UML,139.71951219512195,10,133,0.07518796992481203
UA18080130000032098,Ємільчинська,Ukr,137.25,11,155,0.07096774193548387
UA18080150000022496,Новоград-Волинська,Eng,150.85714285714286,23,170,0.13529411764705881
UA18080150000022496,Новоград-Волинська,Hist,138.73958333333334,29,221,0.13122171945701358
UA18080150000022496,Новоград-Волинська,Math,143.9368932038835,62,268,0.23134328358208955
UA18080150000022496,Новоград-Волинська,UML,153.732,12,262,0.04580152671755725
UA18080150000022496,Новоград-Волинська,Ukr,155.27702702702703,15,311,0.04823151125401929
UA18080170000023999,Піщівська,Eng,NA,1,1,1
UA18080170000023999,Піщівська,Hist,121,4,5,0.8
UA18080170000023999,Піщівська,Math,105,4,5,0.8
UA18080170000023999,Піщівська,UML,112,0,1,0
UA18080170000023999,Піщівська,Ukr,118.66666666666667,2,5,0.4
UA18080190000029932,Стриївська,Eng,172.5,0,2,0
UA18080190000029932,Стриївська,Hist,138.4,6,11,0.5454545454545454
UA18080190000029932,Стриївська,Math,146,7,12,0.5833333333333334
UA18080190000029932,Стриївська,UML,141.57142857142858,1,8,0.125
UA18080190000029932,Стриївська,Ukr,140.6,2,12,0.16666666666666666
UA18080210000038722,Чижівська,Eng,125.66666666666667,0,3,0
UA18080210000038722,Чижівська,Hist,131.66666666666666,8,20,0.4
UA18080210000038722,Чижівська,Math,123.6923076923077,15,28,0.5357142857142857
UA18080210000038722,Чижівська,UML,129.33333333333334,3,21,0.14285714285714285
UA18080210000038722,Чижівська,Ukr,129.96,4,29,0.13793103448275862
UA18080230000071226,Ярунська,Eng,107,1,3,0.3333333333333333
UA18080230000071226,Ярунська,Hist,124.08333333333333,2,14,0.14285714285714285
UA18080230000071226,Ярунська,Math,122.71428571428571,10,17,0.5882352941176471
UA18080230000071226,Ярунська,UML,120.23076923076923,3,16,0.1875
UA18080230000071226,Ярунська,Ukr,122.5625,1,17,0.058823529411764705
UA21020010000055068,Батівська,Eng,151.5,1,5,0.2
UA21020010000055068,Батівська,Hist,123.07142857142857,14,28,0.5
UA21020010000055068,Батівська,Math,116,22,30,0.7333333333333333
UA21020010000055068,Батівська,UML,126,14,30,0.4666666666666667
UA21020010000055068,Батівська,Ukr,118.52380952380952,9,30,0.3
UA21020030000019624,Берегівська,Eng,144.3835616438356,24,170,0.1411764705882353
UA21020030000019624,Берегівська,Hist,130.12280701754386,58,172,0.3372093023255814
UA21020030000019624,Берегівська,Math,133.45652173913044,106,244,0.4344262295081967
UA21020030000019624,Берегівська,UML,131.1590909090909,41,195,0.21025641025641026
UA21020030000019624,Берегівська,Ukr,129.75229357798165,70,288,0.24305555555555555
UA21020050000065800,Великоберезька,Eng,137.75,3,35,0.08571428571428572
UA21020050000065800,Великоберезька,Hist,126.13333333333334,7,22,0.3181818181818182
UA21020050000065800,Великоберезька,Math,148.32,13,38,0.34210526315789475
UA21020050000065800,Великоберезька,UML,109.95652173913044,8,31,0.25806451612903225
UA21020050000065800,Великоберезька,Ukr,105.91836734693878,4,53,0.07547169811320754
UA21020090000083647,Вилоцька,Eng,140.76190476190476,7,28,0.25
UA21020090000083647,Вилоцька,Hist,122.96428571428571,20,48,0.4166666666666667
UA21020090000083647,Вилоцька,Math,123.29166666666667,28,52,0.5384615384615384
UA21020090000083647,Вилоцька,UML,132.24324324324326,1,38,0.02631578947368421
UA21020090000083647,Вилоцька,Ukr,124.70370370370371,11,65,0.16923076923076924
UA21020110000091104,Виноградівська,Eng,142.59375,11,107,0.102803738317757
UA21020110000091104,Виноградівська,Hist,130.54285714285714,40,180,0.2222222222222222
UA21020110000091104,Виноградівська,Math,138.8503937007874,65,192,0.3385416666666667
UA21020110000091104,Виноградівська,UML,145.76900584795322,26,197,0.1319796954314721
UA21020110000091104,Виноградівська,Ukr,145.59670781893004,27,270,0.1
UA21020130000047547,Кам’янська,Eng,131,1,2,0.5
UA21020130000047547,Кам’янська,Hist,121.375,6,22,0.2727272727272727
UA21020130000047547,Кам’янська,Math,113,16,22,0.7272727272727273
UA21020130000047547,Кам’янська,UML,120.38461538461539,4,17,0.23529411764705882
UA21020130000047547,Кам’янська,Ukr,123.75,6,22,0.2727272727272727
UA21020150000043098,Королівська,Eng,127.71428571428571,9,23,0.391304347826087
UA21020150000043098,Королівська,Hist,121,24,52,0.46153846153846156
UA21020150000043098,Королівська,Math,132.2,25,60,0.4166666666666667
UA21020150000043098,Королівська,UML,138.4313725490196,17,68,0.25
UA21020150000043098,Королівська,Ukr,138.56363636363636,17,72,0.2361111111111111
UA21020170000069101,Косоньська,Eng,133.4,1,6,0.16666666666666666
UA21020170000069101,Косоньська,Hist,116,5,8,0.625
UA21020170000069101,Косоньська,Math,125.25,5,9,0.5555555555555556
UA21020170000069101,Косоньська,UML,101.2,2,12,0.16666666666666666
UA21020170000069101,Косоньська,Ukr,101,2,12,0.16666666666666666
UA21020190000086409,Пийтерфолвівська,Eng,140.24137931034483,4,33,0.12121212121212122
UA21020190000086409,Пийтерфолвівська,Hist,128.72222222222223,11,47,0.23404255319148937
UA21020190000086409,Пийтерфолвівська,Math,115.84615384615384,13,26,0.5
UA21020190000086409,Пийтерфолвівська,UML,119.04081632653062,2,51,0.0392156862745098
UA21020190000086409,Пийтерфолвівська,Ukr,115.67272727272727,8,63,0.12698412698412698
UA21040010000055885,Великолучківська,Eng,128.77777777777777,4,22,0.18181818181818182
UA21040010000055885,Великолучківська,Hist,131.41304347826087,17,40,0.425
UA21040010000055885,Великолучківська,Math,127.29032258064517,19,50,0.38
UA21040010000055885,Великолучківська,UML,141.04285714285714,5,40,0.125
UA21040010000055885,Великолучківська,Ukr,138.68,13,63,0.20634920634920634
UA21040030000026359,Верхньокоропецька,Eng,138.66666666666666,0,3,0
UA21040030000026359,Верхньокоропецька,Hist,132.8,2,22,0.09090909090909091
UA21040030000026359,Верхньокоропецька,Math,127.4,12,22,0.5454545454545454
UA21040030000026359,Верхньокоропецька,UML,132.76,1,26,0.038461538461538464
UA21040030000026359,Верхньокоропецька,Ukr,136.34615384615384,1,27,0.037037037037037035
UA21040050000032164,Воловецька,Eng,134.75,0,8,0
UA21040050000032164,Воловецька,Hist,140.32142857142858,4,32,0.125
UA21040050000032164,Воловецька,Math,147.55555555555554,3,21,0.14285714285714285
UA21040050000032164,Воловецька,UML,144.42424242424244,3,36,0.08333333333333333
UA21040050000032164,Воловецька,Ukr,142.65714285714284,3,38,0.07894736842105263
UA21040070000029344,Горондівська,Eng,135.71428571428572,2,16,0.125
UA21040070000029344,Горондівська,Hist,143.63333333333333,15,45,0.3333333333333333
UA21040070000029344,Горондівська,Math,131.0909090909091,9,20,0.45
UA21040070000029344,Горондівська,UML,144.4189189189189,7,44,0.1590909090909091
UA21040070000029344,Горондівська,Ukr,140.02173913043478,6,52,0.11538461538461539
UA21040090000072363,Жденіївська,Eng,161.55555555555554,0,9,0
UA21040090000072363,Жденіївська,Hist,152.07142857142858,0,14,0
UA21040090000072363,Жденіївська,Math,141.88888888888889,1,10,0.1
UA21040090000072363,Жденіївська,UML,152.02777777777777,1,19,0.05263157894736842
UA21040090000072363,Жденіївська,Ukr,151.31578947368422,1,20,0.05
UA21040110000099623,Івановецька,Eng,148.28571428571428,0,7,0
UA21040110000099623,Івановецька,Hist,134.8235294117647,7,24,0.2916666666666667
UA21040110000099623,Івановецька,Math,138.78571428571428,9,23,0.391304347826087
UA21040110000099623,Івановецька,UML,138.16666666666666,1,28,0.03571428571428571
UA21040110000099623,Івановецька,Ukr,141.07407407407408,1,28,0.03571428571428571
UA21040130000019237,Кольчинська,Eng,142.875,0,8,0
UA21040130000019237,Кольчинська,Hist,132.1851851851852,11,38,0.2894736842105263
UA21040130000019237,Кольчинська,Math,131.9375,10,26,0.38461538461538464
UA21040130000019237,Кольчинська,UML,135.5,6,42,0.14285714285714285
UA21040130000019237,Кольчинська,Ukr,136.97297297297297,11,48,0.22916666666666666
UA21040150000092428,Мукачівська,Eng,149.78116343490305,18,379,0.047493403693931395
UA21040150000092428,Мукачівська,Hist,140.8029411764706,90,430,0.20930232558139536
UA21040150000092428,Мукачівська,Math,140.65357967667435,163,596,0.27348993288590606
UA21040150000092428,Мукачівська,UML,148.82429906542055,40,575,0.06956521739130435
UA21040150000092428,Мукачівська,Ukr,148.59730538922156,48,716,0.0670391061452514
UA21040170000092506,Неліпинська,Eng,139,0,6,0
UA21040170000092506,Неліпинська,Hist,126.875,2,18,0.1111111111111111
UA21040170000092506,Неліпинська,Math,143,5,17,0.29411764705882354
UA21040170000092506,Неліпинська,UML,131,1,14,0.07142857142857142
UA21040170000092506,Неліпинська,Ukr,135.8,0,20,0
UA21040190000088960,Нижньоворітська,Eng,137.77777777777777,1,10,0.1
UA21040190000088960,Нижньоворітська,Hist,133.45833333333334,6,30,0.2
UA21040190000088960,Нижньоворітська,Math,137.56521739130434,10,33,0.30303030303030304
UA21040190000088960,Нижньоворітська,UML,151.75862068965517,2,31,0.06451612903225806
UA21040190000088960,Нижньоворітська,Ukr,149.94285714285715,3,38,0.07894736842105263
UA21040210000079273,Полянська,Eng,140,0,4,0
UA21040210000079273,Полянська,Hist,121.28571428571429,3,10,0.3
UA21040210000079273,Полянська,Math,123.75,6,14,0.42857142857142855
UA21040210000079273,Полянська,UML,128.77777777777777,3,12,0.25
UA21040210000079273,Полянська,Ukr,128.53846153846155,2,15,0.13333333333333333
UA21040230000091606,Свалявська,Eng,147.9,1,41,0.024390243902439025
UA21040230000091606,Свалявська,Hist,142.85294117647058,2,36,0.05555555555555555
UA21040230000091606,Свалявська,Math,139.76923076923077,11,63,0.1746031746031746
UA21040230000091606,Свалявська,UML,156.29347826086956,2,48,0.041666666666666664
UA21040230000091606,Свалявська,Ukr,152.63291139240508,0,79,0
UA21040250000010914,Чинадіївська,Eng,141,2,13,0.15384615384615385
UA21040250000010914,Чинадіївська,Hist,126.68,9,34,0.2647058823529412
UA21040250000010914,Чинадіївська,Math,138.77272727272728,14,36,0.3888888888888889
UA21040250000010914,Чинадіївська,UML,142.34848484848484,5,38,0.13157894736842105
UA21040250000010914,Чинадіївська,Ukr,142.13513513513513,6,43,0.13953488372093023
UA21060010000011784,Богданська,Eng,115.66666666666667,1,4,0.25
UA21060010000011784,Богданська,Hist,119.75862068965517,17,46,0.3695652173913043
UA21060010000011784,Богданська,Math,125.14285714285714,16,23,0.6956521739130435
UA21060010000011784,Богданська,UML,126.52,10,35,0.2857142857142857
UA21060010000011784,Богданська,Ukr,125.61764705882354,13,47,0.2765957446808511
UA21060030000020114,Великобичківська,Eng,139.125,3,19,0.15789473684210525
UA21060030000020114,Великобичківська,Hist,129.68,30,105,0.2857142857142857
UA21060030000020114,Великобичківська,Math,126.04444444444445,59,104,0.5673076923076923
UA21060030000020114,Великобичківська,UML,130.07142857142858,15,85,0.17647058823529413
UA21060030000020114,Великобичківська,Ukr,129.96226415094338,20,126,0.15873015873015872
UA21060050000029937,Рахівська,Eng,146.56410256410257,9,48,0.1875
UA21060050000029937,Рахівська,Hist,134.37894736842105,32,127,0.25196850393700787
UA21060050000029937,Рахівська,Math,128.7741935483871,77,139,0.5539568345323741
UA21060050000029937,Рахівська,UML,139.03669724770643,20,129,0.15503875968992248
UA21060050000029937,Рахівська,Ukr,139.07575757575756,27,159,0.16981132075471697
UA21060070000049340,Ясінянська,Eng,129.26315789473685,2,21,0.09523809523809523
UA21060070000049340,Ясінянська,Hist,127.82758620689656,23,81,0.2839506172839506
UA21060070000049340,Ясінянська,Math,124.45945945945945,43,80,0.5375
UA21060070000049340,Ясінянська,UML,129.04166666666666,13,73,0.1780821917808219
UA21060070000049340,Ясінянська,Ukr,131.8815789473684,22,98,0.22448979591836735
UA21080010000097427,Бедевлянська,Eng,118,1,2,0.5
UA21080010000097427,Бедевлянська,Hist,130.66666666666666,1,13,0.07692307692307693
UA21080010000097427,Бедевлянська,Math,116.33333333333333,9,12,0.75
UA21080010000097427,Бедевлянська,UML,140.36363636363637,2,13,0.15384615384615385
UA21080010000097427,Бедевлянська,Ukr,137.25,1,13,0.07692307692307693
UA21080030000084057,Буштинська,Eng,134.43333333333334,2,32,0.0625
UA21080030000084057,Буштинська,Hist,131.90243902439025,21,103,0.20388349514563106
UA21080030000084057,Буштинська,Math,124.14754098360656,44,105,0.41904761904761906
UA21080030000084057,Буштинська,UML,133.47752808988764,12,101,0.1188118811881188
UA21080030000084057,Буштинська,Ukr,133.1764705882353,8,127,0.06299212598425197
UA21080050000056542,Вільховецька,Eng,132,2,10,0.2
UA21080050000056542,Вільховецька,Hist,137.22727272727272,6,28,0.21428571428571427
UA21080050000056542,Вільховецька,Math,123.91666666666667,21,33,0.6363636363636364
UA21080050000056542,Вільховецька,UML,133.13333333333333,2,32,0.0625
UA21080050000056542,Вільховецька,Ukr,134.75862068965517,5,34,0.14705882352941177
UA21080070000025254,Дубівська,Eng,131.66666666666666,0,3,0
UA21080070000025254,Дубівська,Hist,129.58064516129033,6,37,0.16216216216216217
UA21080070000025254,Дубівська,Math,122.8,17,32,0.53125
UA21080070000025254,Дубівська,UML,130.51724137931035,5,34,0.14705882352941177
UA21080070000025254,Дубівська,Ukr,132.1219512195122,5,46,0.10869565217391304
UA21080090000024861,Нересницька,Eng,125.48148148148148,2,29,0.06896551724137931
UA21080090000024861,Нересницька,Hist,131.4814814814815,26,80,0.325
UA21080090000024861,Нересницька,Math,123.33333333333333,35,71,0.49295774647887325
UA21080090000024861,Нересницька,UML,138.64788732394365,16,87,0.1839080459770115
UA21080090000024861,Нересницька,Ukr,135.89655172413794,15,102,0.14705882352941177
UA21080110000054940,Солотвинська,Eng,129.33333333333334,11,41,0.2682926829268293
UA21080110000054940,Солотвинська,Hist,123.22727272727273,37,59,0.6271186440677966
UA21080110000054940,Солотвинська,Math,126.375,50,82,0.6097560975609756
UA21080110000054940,Солотвинська,UML,124.63461538461539,1,53,0.018867924528301886
UA21080110000054940,Солотвинська,Ukr,120.4186046511628,3,89,0.033707865168539325
UA21080130000093757,Тересвянська,Eng,145.42857142857142,1,15,0.06666666666666667
UA21080130000093757,Тересвянська,Hist,130.5625,7,39,0.1794871794871795
UA21080130000093757,Тересвянська,Math,124.72222222222223,13,31,0.41935483870967744
UA21080130000093757,Тересвянська,UML,138.92307692307693,3,42,0.07142857142857142
UA21080130000093757,Тересвянська,Ukr,137.69767441860466,4,47,0.0851063829787234
UA21080150000014443,Тячівська,Eng,142.4090909090909,4,48,0.08333333333333333
UA21080150000014443,Тячівська,Hist,137.36046511627907,19,105,0.18095238095238095
UA21080150000014443,Тячівська,Math,129.39622641509433,31,84,0.36904761904761907
UA21080150000014443,Тячівська,UML,135.6435185185185,12,120,0.1
UA21080150000014443,Тячівська,Ukr,136.22314049586777,12,133,0.09022556390977443
UA21080170000093911,Углянська,Eng,106,0,1,0
UA21080170000093911,Углянська,Hist,123.34375,14,46,0.30434782608695654
UA21080170000093911,Углянська,Math,120.25,33,41,0.8048780487804879
UA21080170000093911,Углянська,UML,134.3030303030303,13,46,0.2826086956521739
UA21080170000093911,Углянська,Ukr,133.63636363636363,14,47,0.2978723404255319
UA21080190000094580,Усть-Чорнянська,Hist,129.55555555555554,13,31,0.41935483870967744
UA21080190000094580,Усть-Чорнянська,Math,116.5,24,30,0.8
UA21080190000094580,Усть-Чорнянська,UML,129.64,6,31,0.1935483870967742
UA21080190000094580,Усть-Чорнянська,Ukr,129.25925925925927,9,36,0.25
UA21100010000070243,Баранинська,Eng,133.5,0,4,0
UA21100010000070243,Баранинська,Hist,124.84,9,34,0.2647058823529412
UA21100010000070243,Баранинська,Math,122.88888888888889,24,33,0.7272727272727273
UA21100010000070243,Баранинська,UML,132.95,0,20,0
UA21100010000070243,Баранинська,Ukr,131.24242424242425,3,36,0.08333333333333333
UA21100030000089881,Великоберезнянська,Eng,157.11111111111111,0,9,0
UA21100030000089881,Великоберезнянська,Hist,135.44827586206895,7,36,0.19444444444444445
UA21100030000089881,Великоберезнянська,Math,141.83333333333334,13,43,0.3023255813953488
UA21100030000089881,Великоберезнянська,UML,153.44230769230768,8,34,0.23529411764705882
UA21100030000089881,Великоберезнянська,Ukr,149.76315789473685,5,43,0.11627906976744186
UA21100050000042361,Великодобронська,Eng,138.53333333333333,6,21,0.2857142857142857
UA21100050000042361,Великодобронська,Hist,118.95,1,21,0.047619047619047616
UA21100050000042361,Великодобронська,Math,118.1875,16,32,0.5
UA21100050000042361,Великодобронська,UML,105.52380952380952,8,29,0.27586206896551724
UA21100050000042361,Великодобронська,Ukr,107.5,2,34,0.058823529411764705
UA21100070000018509,Дубриницько-Малоберезнянська,Eng,140.33333333333334,0,9,0
UA21100070000018509,Дубриницько-Малоберезнянська,Hist,144.23529411764707,10,27,0.37037037037037035
UA21100070000018509,Дубриницько-Малоберезнянська,Math,128.94117647058823,16,33,0.48484848484848486
UA21100070000018509,Дубриницько-Малоберезнянська,UML,136.05,2,22,0.09090909090909091
UA21100070000018509,Дубриницько-Малоберезнянська,Ukr,136.6060606060606,3,36,0.08333333333333333
UA21100090000012128,Костринська,Eng,173.5,2,4,0.5
UA21100090000012128,Костринська,Hist,129.8,2,12,0.16666666666666666
UA21100090000012128,Костринська,Math,137.7,6,16,0.375
UA21100090000012128,Костринська,UML,129.95,1,11,0.09090909090909091
UA21100090000012128,Костринська,Ukr,134.5625,0,16,0
UA21100110000018765,Оноківська,Eng,143.6,1,6,0.16666666666666666
UA21100110000018765,Оноківська,Hist,133.55555555555554,7,16,0.4375
UA21100110000018765,Оноківська,Math,145.66666666666666,10,16,0.625
UA21100110000018765,Оноківська,UML,151.625,8,16,0.5
UA21100110000018765,Оноківська,Ukr,150.125,8,16,0.5
UA21100130000055002,Перечинська,Eng,150.73684210526315,1,20,0.05
UA21100130000055002,Перечинська,Hist,134.03333333333333,10,40,0.25
UA21100130000055002,Перечинська,Math,144.36,13,38,0.34210526315789475
UA21100130000055002,Перечинська,UML,140.26190476190476,7,49,0.14285714285714285
UA21100130000055002,Перечинська,Ukr,142.17307692307693,6,58,0.10344827586206896
UA21100150000019483,Середнянська,Eng,134.66666666666666,4,13,0.3076923076923077
UA21100150000019483,Середнянська,Hist,120.64,10,35,0.2857142857142857
UA21100150000019483,Середнянська,Math,126.8,15,35,0.42857142857142855
UA21100150000019483,Середнянська,UML,129.69565217391303,13,36,0.3611111111111111
UA21100150000019483,Середнянська,Ukr,127.26470588235294,8,42,0.19047619047619047
UA21100170000051803,Ставненська,Eng,152,0,2,0
UA21100170000051803,Ставненська,Hist,136.33333333333334,1,22,0.045454545454545456
UA21100170000051803,Ставненська,Math,126.94444444444444,3,21,0.14285714285714285
UA21100170000051803,Ставненська,UML,147.95454545454547,1,23,0.043478260869565216
UA21100170000051803,Ставненська,Ukr,147.27272727272728,2,24,0.08333333333333333
UA21100190000078736,Сюртівська,Eng,116,1,2,0.5
UA21100190000078736,Сюртівська,Hist,106,5,9,0.5555555555555556
UA21100190000078736,Сюртівська,Math,114.5,9,11,0.8181818181818182
UA21100190000078736,Сюртівська,UML,108.66666666666667,1,4,0.25
