register_number,start,end,active_2402,hromada_code.x,hromada_name.x,hromada_code.y,hromada_name.y
564,2020-01-31,2023-04-10,1,UA74020010000010449,Корюківська,UA74060070000028810,Семенівська
564,2020-01-31,2023-04-10,1,UA74020010000010449,Корюківська,UA74060030000026607,Новгород-Сіверська
564,2020-01-31,2023-04-10,1,UA74020010000010449,Корюківська,UA74100370000041962,Тупичівська
564,2020-01-31,2023-04-10,1,UA74020010000010449,Корюківська,UA74020030000069340,Менська
564,2020-01-31,2023-04-10,1,UA74060070000028810,Семенівська,UA74100050000019554,Городнянська
564,2020-01-31,2023-04-10,1,UA74060070000028810,Семенівська,UA74020010000010449,Корюківська
564,2020-01-31,2023-04-10,1,UA74060070000028810,Семенівська,UA74060030000026607,Новгород-Сіверська
564,2020-01-31,2023-04-10,1,UA74060070000028810,Семенівська,UA74100370000041962,Тупичівська
564,2020-01-31,2023-04-10,1,UA74060070000028810,Семенівська,UA74020030000069340,Менська
564,2020-01-31,2023-04-10,1,UA74060030000026607,Новгород-Сіверська,UA74100050000019554,Городнянська
564,2020-01-31,2023-04-10,1,UA74060030000026607,Новгород-Сіверська,UA74020010000010449,Корюківська
564,2020-01-31,2023-04-10,1,UA74060030000026607,Новгород-Сіверська,UA74060070000028810,Семенівська
564,2020-01-31,2023-04-10,1,UA74060030000026607,Новгород-Сіверська,UA74100370000041962,Тупичівська
564,2020-01-31,2023-04-10,1,UA74060030000026607,Новгород-Сіверська,UA74020030000069340,Менська
564,2020-01-31,2023-04-10,1,UA74100370000041962,Тупичівська,UA74100050000019554,Городнянська
564,2020-01-31,2023-04-10,1,UA74100370000041962,Тупичівська,UA74020010000010449,Корюківська
564,2020-01-31,2023-04-10,1,UA74100370000041962,Тупичівська,UA74060070000028810,Семенівська
564,2020-01-31,2023-04-10,1,UA74100370000041962,Тупичівська,UA74060030000026607,Новгород-Сіверська
564,2020-01-31,2023-04-10,1,UA74100370000041962,Тупичівська,UA74020030000069340,Менська
564,2020-01-31,2023-04-10,1,UA74020030000069340,Менська,UA74100050000019554,Городнянська
564,2020-01-31,2023-04-10,1,UA74020030000069340,Менська,UA74020010000010449,Корюківська
564,2020-01-31,2023-04-10,1,UA74020030000069340,Менська,UA74060070000028810,Семенівська
564,2020-01-31,2023-04-10,1,UA74020030000069340,Менська,UA74060030000026607,Новгород-Сіверська
564,2020-01-31,2023-04-10,1,UA74020030000069340,Менська,UA74100370000041962,Тупичівська
567,2020-02-07,2023-04-10,1,UA46100230000047305,Стрийська,UA46100030000016064,Грабовецько-Дулібівська
567,2020-02-07,2023-04-10,1,UA46100030000016064,Грабовецько-Дулібівська,UA46100230000047305,Стрийська
568,2020-02-06,2023-04-10,1,UA46100110000018989,Миколаївська,UA46100150000087495,Новороздільська
568,2020-02-06,2023-04-10,1,UA46100110000018989,Миколаївська,UA46100170000077437,Розвадівська
568,2020-02-06,2023-04-10,1,UA46100110000018989,Миколаївська,UA46100250000088835,Тростянецька
568,2020-02-06,2023-04-10,1,UA46100150000087495,Новороздільська,UA46100110000018989,Миколаївська
568,2020-02-06,2023-04-10,1,UA46100150000087495,Новороздільська,UA46100170000077437,Розвадівська
568,2020-02-06,2023-04-10,1,UA46100150000087495,Новороздільська,UA46100250000088835,Тростянецька
568,2020-02-06,2023-04-10,1,UA46100170000077437,Розвадівська,UA46100110000018989,Миколаївська
568,2020-02-06,2023-04-10,1,UA46100170000077437,Розвадівська,UA46100150000087495,Новороздільська
568,2020-02-06,2023-04-10,1,UA46100170000077437,Розвадівська,UA46100250000088835,Тростянецька
568,2020-02-06,2023-04-10,1,UA46100250000088835,Тростянецька,UA46100110000018989,Миколаївська
568,2020-02-06,2023-04-10,1,UA46100250000088835,Тростянецька,UA46100150000087495,Новороздільська
568,2020-02-06,2023-04-10,1,UA46100250000088835,Тростянецька,UA46100170000077437,Розвадівська
570,2020-02-10,2023-04-10,1,UA71080410000061690,Степанецька,UA71080210000074132,Ліплявська
570,2020-02-10,2023-04-10,1,UA71080410000061690,Степанецька,UA71080150000071745,Канівська
570,2020-02-10,2023-04-10,1,UA71080210000074132,Ліплявська,UA71080410000061690,Степанецька
570,2020-02-10,2023-04-10,1,UA71080210000074132,Ліплявська,UA71080150000071745,Канівська
574,2020-02-14,2023-04-10,1,UA46100150000087495,Новороздільська,UA46100170000077437,Розвадівська
574,2020-02-14,2023-04-10,1,UA46100150000087495,Новороздільська,UA46100110000018989,Миколаївська
574,2020-02-14,2023-04-10,1,UA46100170000077437,Розвадівська,UA46100150000087495,Новороздільська
574,2020-02-14,2023-04-10,1,UA46100170000077437,Розвадівська,UA46100110000018989,Миколаївська
577,2020-02-01,2023-04-10,1,UA46060090000017373,Давидівська,UA46060350000036006,Підберізцівська
577,2020-02-01,2023-04-10,1,UA46060350000036006,Підберізцівська,UA46060090000017373,Давидівська
578,2020-02-01,2023-04-10,1,UA46060230000093092,Куликівська,UA46060130000059055,Жовківська
578,2020-02-01,2023-04-10,1,UA46060230000093092,Куликівська,UA46060250000025047,Львівська
578,2020-02-01,2023-04-10,1,UA46060230000093092,Куликівська,UA46060390000035967,Рава-Руська
578,2020-02-01,2023-04-10,1,UA46060130000059055,Жовківська,UA46060230000093092,Куликівська
578,2020-02-01,2023-04-10,1,UA46060130000059055,Жовківська,UA46060250000025047,Львівська
578,2020-02-01,2023-04-10,1,UA46060130000059055,Жовківська,UA46060390000035967,Рава-Руська
578,2020-02-01,2023-04-10,1,UA46060250000025047,Львівська,UA46060230000093092,Куликівська
578,2020-02-01,2023-04-10,1,UA46060250000025047,Львівська,UA46060130000059055,Жовківська
578,2020-02-01,2023-04-10,1,UA46060250000025047,Львівська,UA46060390000035967,Рава-Руська
583,2020-02-07,2023-04-10,1,UA46120090000051307,Радехівська,UA46120130000026331,Червоноградська
583,2020-02-07,2023-04-10,1,UA46120130000026331,Червоноградська,UA46120090000051307,Радехівська
584,2020-02-14,2023-04-10,1,UA46060190000038354,Кам’янка-Бузька,UA46060150000060045,Жовтанецька
584,2020-02-14,2023-04-10,1,UA46060190000038354,Кам’янка-Бузька,UA46120050000027080,Добротвірська
586,2020-02-12,2023-04-10,1,UA74100050000019554,Городнянська,UA74100370000041962,Тупичівська
586,2020-02-12,2023-04-10,1,UA74100370000041962,Тупичівська,UA74100050000019554,Городнянська
587,2021-01-01,2023-04-10,1,UA74100050000019554,Городнянська,UA74100370000041962,Тупичівська
587,2021-01-01,2023-04-10,1,UA74100370000041962,Тупичівська,UA74100050000019554,Городнянська
596,2019-02-28,2022-02-28,1,UA32040070000056247,Дівичківська,UA32040110000047477,Переяславська
602,2020-03-05,2023-04-10,1,UA46020090000057315,Трускавецька,UA46020010000073886,Бориславська
602,2020-03-05,2023-04-10,1,UA46020090000057315,Трускавецька,UA46020070000056149,Східницька
602,2020-03-05,2023-04-10,1,UA46020010000073886,Бориславська,UA46020090000057315,Трускавецька
602,2020-03-05,2023-04-10,1,UA46020010000073886,Бориславська,UA46020070000056149,Східницька
610,2020-06-01,2025-06-01,1,UA61040430000018305,Скалатська,UA61060110000078824,Гримайлівська
610,2020-06-01,2025-06-01,1,UA61060110000078824,Гримайлівська,UA61040430000018305,Скалатська
616,2021-01-01,2023-04-10,1,UA73060050000034325,Великокучурівська,UA73060150000088691,Глибоцька
617,2020-06-11,2023-04-10,1,UA59060050000060884,Коровинська,UA59060090000012687,Недригайлівська
627,2020-11-10,2022-12-31,1,UA12140190000047361,Новопавлівська,UA12140150000054570,Межівська
628,2019-08-01,2023-04-10,1,UA07020050000082369,Зимнівська,UA07020210000033081,Устилузька
628,2019-08-01,2023-04-10,1,UA07020050000082369,Зимнівська,UA07020150000092012,Оваднівська
628,2019-08-01,2023-04-10,1,UA07020050000082369,Зимнівська,UA07020010000096841,Володимир-Волинська
628,2019-08-01,2023-04-10,1,UA07020210000033081,Устилузька,UA07020050000082369,Зимнівська
628,2019-08-01,2023-04-10,1,UA07020210000033081,Устилузька,UA07020150000092012,Оваднівська
628,2019-08-01,2023-04-10,1,UA07020210000033081,Устилузька,UA07020010000096841,Володимир-Волинська
628,2019-08-01,2023-04-10,1,UA07020150000092012,Оваднівська,UA07020050000082369,Зимнівська
628,2019-08-01,2023-04-10,1,UA07020150000092012,Оваднівська,UA07020210000033081,Устилузька
628,2019-08-01,2023-04-10,1,UA07020150000092012,Оваднівська,UA07020010000096841,Володимир-Волинська
628,2019-08-01,2023-04-10,1,UA07020010000096841,Володимир-Волинська,UA07020050000082369,Зимнівська
628,2019-08-01,2023-04-10,1,UA07020010000096841,Володимир-Волинська,UA07020210000033081,Устилузька
628,2019-08-01,2023-04-10,1,UA07020010000096841,Володимир-Волинська,UA07020150000092012,Оваднівська
632,2020-12-24,2023-04-10,1,UA53060050000024229,Великобудищанська,UA53060170000064030,Краснолуцька
632,2020-12-24,2023-04-10,1,UA53060050000024229,Великобудищанська,UA53060250000043118,Петрівсько-Роменська
632,2020-12-24,2023-04-10,1,UA53060050000024229,Великобудищанська,UA53060310000047988,Сергіївська
632,2020-12-24,2023-04-10,1,UA53060050000024229,Великобудищанська,UA53060210000044776,Лютенська
632,2020-12-24,2023-04-10,1,UA53060170000064030,Краснолуцька,UA53060050000024229,Великобудищанська
632,2020-12-24,2023-04-10,1,UA53060170000064030,Краснолуцька,UA53060250000043118,Петрівсько-Роменська
632,2020-12-24,2023-04-10,1,UA53060170000064030,Краснолуцька,UA53060310000047988,Сергіївська
632,2020-12-24,2023-04-10,1,UA53060170000064030,Краснолуцька,UA53060210000044776,Лютенська
632,2020-12-24,2023-04-10,1,UA53060250000043118,Петрівсько-Роменська,UA53060050000024229,Великобудищанська
632,2020-12-24,2023-04-10,1,UA53060250000043118,Петрівсько-Роменська,UA53060170000064030,Краснолуцька
632,2020-12-24,2023-04-10,1,UA53060250000043118,Петрівсько-Роменська,UA53060310000047988,Сергіївська
632,2020-12-24,2023-04-10,1,UA53060250000043118,Петрівсько-Роменська,UA53060210000044776,Лютенська
632,2020-12-24,2023-04-10,1,UA53060310000047988,Сергіївська,UA53060050000024229,Великобудищанська
632,2020-12-24,2023-04-10,1,UA53060310000047988,Сергіївська,UA53060170000064030,Краснолуцька
632,2020-12-24,2023-04-10,1,UA53060310000047988,Сергіївська,UA53060250000043118,Петрівсько-Роменська
632,2020-12-24,2023-04-10,1,UA53060310000047988,Сергіївська,UA53060210000044776,Лютенська
634,2021-01-01,2023-04-10,1,UA23100250000073490,Смирновська,UA23100090000029171,Комиш-Зорянська
635,2021-01-01,2023-04-10,1,UA23100250000073490,Смирновська,UA23100090000029171,Комиш-Зорянська
636,2021-01-01,2023-04-10,1,UA23100250000073490,Смирновська,UA23100090000029171,Комиш-Зорянська
637,2021-01-01,2023-04-10,1,UA23100250000073490,Смирновська,UA23100090000029171,Комиш-Зорянська
638,2021-01-01,2023-04-10,1,UA23100250000073490,Смирновська,UA23100090000029171,Комиш-Зорянська
639,2021-01-01,2023-04-10,1,UA23100250000073490,Смирновська,UA23100090000029171,Комиш-Зорянська
640,2021-01-01,2023-04-10,1,UA23100250000073490,Смирновська,UA23100090000029171,Комиш-Зорянська
641,2021-01-01,2023-04-10,1,UA35040290000046019,Соколівська,UA35040050000013889,Великосеверинівська
641,2021-01-01,2023-04-10,1,UA35040050000013889,Великосеверинівська,UA35040290000046019,Соколівська
643,2021-01-04,2023-04-10,1,UA56060250000052338,Здолбунівська,UA56060410000055190,Мізоцька
644,2021-01-04,2023-04-10,1,UA56060250000052338,Здолбунівська,UA56060230000076543,Здовбицька
645,2021-01-22,2023-04-10,1,UA74020030000069340,Менська,UA74100010000063674,Березнянська
646,2021-01-28,2023-04-10,1,UA56060210000017052,Дядьковицька,UA56060270000047362,Зорянська
646,2021-01-28,2023-04-10,1,UA56060270000047362,Зорянська,UA56060210000017052,Дядьковицька
647,2021-01-28,2023-04-10,1,UA56060150000079268,Городоцька,UA56060210000017052,Дядьковицька
647,2021-01-28,2023-04-10,1,UA56060210000017052,Дядьковицька,UA56060150000079268,Городоцька
651,2021-02-04,2023-04-10,1,UA63120190000093717,Південноміська,UA63120210000075842,Пісочинська
652,2021-02-23,2023-04-10,1,UA63120070000018741,Дергачівська,UA63120130000010762,Малоданилівська
652,2021-02-23,2023-04-10,1,UA63120070000018741,Дергачівська,UA63120250000081463,Солоницівська
653,2021-02-24,2023-04-10,1,UA63140030000091352,Зміївська,UA63140110000087562,Слобожанська
654,2021-03-01,2023-04-10,1,UA56040270000014394,Привільненська,UA56040010000048910,Бокіймівська
654,2021-03-01,2023-04-10,1,UA56040270000014394,Привільненська,UA56040050000074861,Варковицька
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21040170000092506,Неліпинська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21040190000088960,Нижньоворітська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21100130000055002,Перечинська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21120210000094884,Пилипецька
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21100170000051803,Ставненська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21040210000079273,Полянська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21100030000089881,Великоберезнянська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21040050000032164,Воловецька
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21100070000018509,Дубриницько-Малоберезнянська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21040090000072363,Жденіївська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21100090000012128,Костринська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21120190000082169,Міжгірська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21120230000041982,Синевирська
659,2021-02-23,2023-04-10,1,UA21120170000080579,Колочавська,UA21100210000026937,Тур’є-Реметівська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21120170000080579,Колочавська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21040190000088960,Нижньоворітська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21100130000055002,Перечинська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21120210000094884,Пилипецька
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21100170000051803,Ставненська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21040210000079273,Полянська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21100030000089881,Великоберезнянська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21040050000032164,Воловецька
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21100070000018509,Дубриницько-Малоберезнянська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21040090000072363,Жденіївська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21100090000012128,Костринська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21120190000082169,Міжгірська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21120230000041982,Синевирська
659,2021-02-23,2023-04-10,1,UA21040170000092506,Неліпинська,UA21100210000026937,Тур’є-Реметівська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21120170000080579,Колочавська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21040170000092506,Неліпинська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21100130000055002,Перечинська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21120210000094884,Пилипецька
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21100170000051803,Ставненська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21040210000079273,Полянська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21100030000089881,Великоберезнянська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21040050000032164,Воловецька
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21100070000018509,Дубриницько-Малоберезнянська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21040090000072363,Жденіївська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21100090000012128,Костринська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21120190000082169,Міжгірська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21120230000041982,Синевирська
659,2021-02-23,2023-04-10,1,UA21040190000088960,Нижньоворітська,UA21100210000026937,Тур’є-Реметівська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21120170000080579,Колочавська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21040170000092506,Неліпинська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21040190000088960,Нижньоворітська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21120210000094884,Пилипецька
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21100170000051803,Ставненська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21040210000079273,Полянська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21100030000089881,Великоберезнянська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21040050000032164,Воловецька
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21100070000018509,Дубриницько-Малоберезнянська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21040090000072363,Жденіївська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21100090000012128,Костринська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21120190000082169,Міжгірська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21120230000041982,Синевирська
659,2021-02-23,2023-04-10,1,UA21100130000055002,Перечинська,UA21100210000026937,Тур’є-Реметівська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21120170000080579,Колочавська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21040170000092506,Неліпинська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21040190000088960,Нижньоворітська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21100130000055002,Перечинська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21100170000051803,Ставненська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21040210000079273,Полянська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21100030000089881,Великоберезнянська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21040050000032164,Воловецька
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21100070000018509,Дубриницько-Малоберезнянська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21040090000072363,Жденіївська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21100090000012128,Костринська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21120190000082169,Міжгірська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21120230000041982,Синевирська
659,2021-02-23,2023-04-10,1,UA21120210000094884,Пилипецька,UA21100210000026937,Тур’є-Реметівська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21120170000080579,Колочавська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21040170000092506,Неліпинська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21040190000088960,Нижньоворітська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21100130000055002,Перечинська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21120210000094884,Пилипецька
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21040210000079273,Полянська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21100030000089881,Великоберезнянська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21040050000032164,Воловецька
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21100070000018509,Дубриницько-Малоберезнянська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21040090000072363,Жденіївська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21100090000012128,Костринська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21120190000082169,Міжгірська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21120230000041982,Синевирська
659,2021-02-23,2023-04-10,1,UA21100170000051803,Ставненська,UA21100210000026937,Тур’є-Реметівська
660,2021-01-01,2026-12-21,1,UA51040250000099866,Татарбунарська,UA51040090000096249,Лиманська
661,2021-01-01,2026-12-21,1,UA51040250000099866,Татарбунарська,UA51040090000096249,Лиманська
666,2021-01-15,2023-04-10,1,UA48060170000025778,Мішково-Погорілівська,UA48020070000050731,Володимирівська
668,2021-03-01,2022-12-31,1,UA46060070000047720,Городоцька,UA46060030000020652,Великолюбінська
670,2021-03-29,2023-04-10,1,UA46020030000019252,Дрогобицька,UA46020050000037271,Меденицька
672,2021-03-19,2022-12-31,1,UA05020150000074651,Лука-Мелешківська,UA05020010000053508,Агрономічна
672,2021-03-19,2022-12-31,1,UA05020010000053508,Агрономічна,UA05020150000074651,Лука-Мелешківська
674,2021-03-19,2023-04-10,1,UA63140010000049419,Вовчанська,UA63140130000029212,Старосалтівська
678,2021-03-25,2023-03-25,1,UA05020070000010139,Гніванська,UA05020150000074651,Лука-Мелешківська
689,2021-04-21,2023-04-10,1,UA46060150000060045,Жовтанецька,UA46060190000038354,Кам’янка-Бузька
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA21060050000029937,Рахівська
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA26120150000021671,Яремчанська
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA26020050000098694,Зеленська
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA26100030000012148,Космацька
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA73020090000031499,Вижницька
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA26100010000076570,Косівська
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA26080070000092582,Коломийська
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA26120070000067596,Надвірнянська
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA21060070000049340,Ясінянська
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA26120130000088448,Поляницька
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA26120010000096774,Ворохтянська
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA26020030000088465,Верховинська
696,2021-05-23,2026-06-30,1,UA21060010000011784,Богданська,UA26100050000019570,Кутська
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA21060010000011784,Богданська
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA26120150000021671,Яремчанська
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA26020050000098694,Зеленська
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA26100030000012148,Космацька
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA73020090000031499,Вижницька
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA26100010000076570,Косівська
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA26080070000092582,Коломийська
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA26120070000067596,Надвірнянська
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA21060070000049340,Ясінянська
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA26120130000088448,Поляницька
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA26120010000096774,Ворохтянська
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA26020030000088465,Верховинська
696,2021-05-23,2026-06-30,1,UA21060050000029937,Рахівська,UA26100050000019570,Кутська
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA21060010000011784,Богданська
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA21060050000029937,Рахівська
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA26020050000098694,Зеленська
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA26100030000012148,Космацька
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA73020090000031499,Вижницька
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA26100010000076570,Косівська
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA26080070000092582,Коломийська
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA26120070000067596,Надвірнянська
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA21060070000049340,Ясінянська
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA26120130000088448,Поляницька
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA26120010000096774,Ворохтянська
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA26020030000088465,Верховинська
696,2021-05-23,2026-06-30,1,UA26120150000021671,Яремчанська,UA26100050000019570,Кутська
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA21060010000011784,Богданська
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA21060050000029937,Рахівська
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA26120150000021671,Яремчанська
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA26100030000012148,Космацька
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA73020090000031499,Вижницька
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA26100010000076570,Косівська
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA26080070000092582,Коломийська
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA26120070000067596,Надвірнянська
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA21060070000049340,Ясінянська
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA26120130000088448,Поляницька
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA26120010000096774,Ворохтянська
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA26020030000088465,Верховинська
696,2021-05-23,2026-06-30,1,UA26020050000098694,Зеленська,UA26100050000019570,Кутська
696,2021-05-23,2026-06-30,1,UA26100030000012148,Космацька,UA21060010000011784,Богданська
696,2021-05-23,2026-06-30,1,UA26100030000012148,Космацька,UA21060050000029937,Рахівська
696,2021-05-23,2026-06-30,1,UA26100030000012148,Космацька,UA26120150000021671,Яремчанська
696,2021-05-23,2026-06-30,1,UA26100030000012148,Космацька,UA26020050000098694,Зеленська
696,2021-05-23,2026-06-30,1,UA26100030000012148,Космацька,UA73020090000031499,Вижницька
696,2021-05-23,2026-06-30,1,UA26100030000012148,Космацька,UA26100010000076570,Косівська
696,2021-05-23,2026-06-30,1,UA26100030000012148,Космацька,UA26080070000092582,Коломийська
696,2021-05-23,2026-06-30,1,UA26100030000012148,Космацька,UA26120070000067596,Надвірнянська
